gene	21373_7_39	21373_7_68	21373_7_72	21373_7_104	21373_7_127	21373_7_141	21373_7_156	21373_7_179	21373_7_206	21373_7_229	21373_7_242	21373_7_260	21373_7_283	21373_7_292	21373_7_298	21373_7_306	21373_7_321	21373_7_329	21373_7_348	21373_7_371
ENSMMUG00000010051	14.01	80.01	40.01	117.403	49.01	0	258.01	255.01	173.01	185.01	143.01	126.01	98.01	91.01	0	501.01	13.01	370.01	0	284.01
ENSMMUG00000013713	25.01	0	0	13.01	15.01	0	0	0	107.01	7.01	0	2.01	0	0	0	0	49.01	92.01	28.01	0
ENSMMUG00000020233	8.01	0	7.01	0	27.01	27.01	0	61.01	34.01	0	0	20.01	0	43.02	29.01	0	0	0	0	0
ENSMMUG00000007841	25.01	0	9.01	5.01	18.01	0	0	0	0	0	0	0	0	0	24.01	0	14.01	0	0	0
ENSMMUG00000001901	64.01	52.01	38.01	144.01	168.01	206.01	152.01	92.01	54.01	198.01	22.01	31.01	141.01	128.01	44.01	0	109.01	168.01	0	125.01
ENSMMUG00000009413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017160	8.01	18.01	0	0	9.01	265.01	167.01	0	52.01	38.01	21.01	17.01	0	0	42.01	0	18.01	105.01	51.0736	55.01
ENSMMUG00000029638	0	0	0	0	0	0	0	5.01	0	0	0	6.01	0	0	5.01	0	0	0	0	0
ENSMMUG00000005998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.01	0	0	0	0
ENSMMUG00000017927	31.01	0	0	27.01	0	0	0	4.01	36.043	0	38.01	0	0	0	0	1.01015	0	0	0	0
ENSMMUG00000000723	0	0	0	0	0	0	0	0	0	2.07274	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000018923	41.02	0	16.02	183.02	0	71.02	99.01	43.02	0	109.01	48.02	0	0	101.02	55.02	23.01	93.01	0	0	69.02
ENSMMUG00000032082	0	4.07893	0	2.43546	0	0	0	0	10.2296	0	4.35259	0	1.07403	0	6.13144	3.16868	0	14.7879	0	0
ENSMMUG00000010006	0	44.01	0	0	19.01	0	0	28.01	51.01	0	0	0	0	33.01	0	0	0	0	0	0
ENSMMUG00000031959	3.38929	0	0	7.85105	4.80332	0	1.78172	0	5.64583	4.45779	3.14063	0	0	0	0	5.34646	5.259	0	0	4.87324
ENSMMUG00000030609	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMMUG00000031885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000005694	0	21.01	7.01	90.8724	97.01	0	26.01	101.01	0	13.01	0	0	0	0	0	0	0	63.01	14.01	0
ENSMMUG00000019435	1.01	0	0	0	0	0	0	0	0	0	0	2.85801	0	1.0976	1.01	3.82861	2.19026	0	0	0
ENSMMUG00000019653	0	93.02	3.01	13.01	0	0	0	1.01	0	0	0	0	144.02	0	20.01	0	1.01	0	0	0
ENSMMUG00000002145	24.01	0	14.01	25.01	0	0	13.01	0	0	0	105.01	0	0	0	138.01	52.01	3.01	0	41.01	4.01
ENSMMUG00000021275	0	0	0	0	56.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004281	1.04144	0	0	6.01	3.01	0	0	6.28408	0	14.01	0	7.59033	0	0	0	0	0	0	1.01	0
ENSMMUG00000023107	0	78.01	2.01	11.01	10.01	141.01	18.01	7.10712	49.0241	19.01	3.01	0	0	0	28.01	0	0	82.01	9.01	0
ENSMMUG00000016168	23.01	0	0	0	0	0	0	24.01	50.01	0	7.01	0	0	0	23.01	0	0	0	0	0
ENSMMUG00000020479	0	0	0	0	0	0	0	0	0	0	0	8.01	0	0	0	0	0	0	0	0
ENSMMUG00000032020	0	61.02	0	0	0	0	0	0	0	0	14.02	107.064	106.01	0	0	12.02	0	0	68.0464	0
ENSMMUG00000010602	0	45.01	21.01	84.2143	0	235.02	106.02	47.02	67.02	110.01	15.01	73.01	0	117.01	103.02	0	0	2.01182	11.02	57.01
ENSMMUG00000004279	2.01	0	0	37.01	0	0	0	0	53.01	95.01	44.01	0	0	0	0	87.01	48.01	0	24.01	0
ENSMMUG00000014192	80.01	55.01	14.01	52.01	25.01	74.01	34.01	87.01	0	25.01	71.01	19.01	80.01	47.01	87.01	158.01	92.01	99.01	14.01	33.01
ENSMMUG00000023083	49.0468	10.01	0	57.02	0	0	0	0	0	92.02	3.01	14.01	96.0169	0	21.01	50.02	132.02	121.01	1.01	0
ENSMMUG00000008084	40.01	0	16.01	0	0	21.01	0	65.01	13.01	25.01	27.01	40.01	26.01	6.01	0	47.01	3.01	0	15.01	8.01
ENSMMUG00000016265	10.6066	0	8.76289	10.0861	24.6988	0	7.72268	13.9631	21.3383	20.5295	20.8624	8.4067	7.56289	7.99806	3.6692	13.4518	49.8768	0	8.90489	3.50379
ENSMMUG00000016915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015942	35.01	0	13.01	5.01	75.01	102.01	13.01	0	38.8406	36.01	16.01	22.01	0	38.01	0	57.01	20.01	1.01	4.01	99.01
ENSMMUG00000016123	3.01	53.01	17.01	60.2039	44.01	43.01	116.01	253.044	17.01	91.01	8.01	24.01	81.021	61.01	38.01	17.01	55.01	0	0	22.01
ENSMMUG00000019334	0	0	0	11.2606	0	0	0	0	0	0	0	0	7.9485	0	0	0	10.2141	0	0	0
ENSMMUG00000021577	10.01	0	0	85.01	22.01	0	23.01	0	0	17.01	0	0	0	0	0	0	8.01	0	0	0
ENSMMUG00000011477	0	0	0	0	0	0	33.01	0	19.01	29.01	0	0	116.032	19.01	58.01	0	15.01	21.0363	0	31.01
ENSMMUG00000014325	80.01	169.01	58.01	268.613	133.01	127.299	99.01	274.737	202.534	237.513	98.01	141.01	115.01	26.01	246.83	190.069	319.509	379.01	82.01	0
ENSMMUG00000013268	13.01	58.01	0	0	0	0	5.01	15.01	77.01	77.01	0	28.01	0	0	0	0	59.01	0	0	0
ENSMMUG00000014493	44.01	20.01	0	46.01	91.2	138.01	49.01	155.01	117.099	57.01	21.01	39.01	199.407	119.01	18.01	161.01	37.01	76.01	58.1087	5.01
ENSMMUG00000008775	0	0	1.01	0	11.01	0	0	101.642	0	0	51.02	31.01	0	0	0	63.9602	46.01	0	0	54.02
ENSMMUG00000005869	51.1673	33.01	35.01	164.016	54.01	135.655	323.987	112.421	277.23	161.075	42.01	51.1912	271.528	197.184	103.01	239.023	266.721	297.043	103.754	303.218
ENSMMUG00000008983	0	0	0	5.11915	0	0	0	0	0	0	0	0	0	0	2.01	4.01	0	0	0	0
ENSMMUG00000013831	21.02	0	5.01	0	0	83.1667	79.02	0	0	74.2579	25.6522	32.0704	0	43.02	30.5126	35.01	0	0	13.2937	78.2905
ENSMMUG00000023510	72.01	49.099	3.01	158.01	62.01	21.01	102.01	52.01	120.01	56.01	0	57.01	222.01	14.01	33.01	0	6.01	132.01	56.01	73.01
ENSMMUG00000016771	1.01	6.01	0	0	0	0	57.01	0	115.01	15.01	0	0	20.053	3.01	0	101.01	0	0	15.01	1.01
ENSMMUG00000019359	0	0	0	0	0	0	0	0	0	0	0	0	0	56.01	0	0	0	0	0	7.01
ENSMMUG00000018200	196.01	137.399	55.01	352.01	163.01	327.01	158.01	208.01	339.01	251.01	132.01	137.01	494.01	390.01	351.01	337.01	354.01	437.01	109.01	377.01
ENSMMUG00000008305	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01
ENSMMUG00000015859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0
ENSMMUG00000012082	7.05171	9.0785	12.01	15.2041	2.01	0	4.07743	0	0	0	0	0	0	6.07097	4.10447	7.09739	2.01	0	4.06507	0
ENSMMUG00000011436	1313.84	233.03	446.02	1764.02	1439.61	1764.86	1703.27	759.02	1114.02	1518.03	498.02	449.02	1597.02	1294.9	1141.02	1820.98	1987.3	734.226	597.964	1419.03
ENSMMUG00000017473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2547	0	0	0	45.01
ENSMMUG00000018777	4.02	0	24.03	71.03	19.02	1.01	26.01	0	86.01	63.02	9.01	0	0	53.01	23.01	22.01	21.02	66.0469	16.02	0
ENSMMUG00000018442	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.01	0	0	0	0	0
ENSMMUG00000014277	55.01	35.01	0	51.01	1.01	0	12.01	0	0	19.01	28.01	28.01	0	0	61.01	39.01	44.01	110.296	8.01	41.01
ENSMMUG00000023020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0
ENSMMUG00000019672	71.01	1.01	1.01	57.01	0	0	45.01	142.244	24.01	0	15.01	0	0	0	22.01	86.01	0	127.01	30.02	0
ENSMMUG00000008135	0	78.01	18.01	0	0	0	31.01	0	87.01	0	0	0	0	0	0	0	2.01	0	10.01	0
ENSMMUG00000004960	0	0	0	0	0	0	39.01	82.01	48.01	0	0	0	0	0	64.01	0	0	0	0	0
ENSMMUG00000005947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.01	0	0	0	0
ENSMMUG00000015485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011759	0	57.02	8.01	0	5.01	0	17.01	75.02	0	37.01	0	35.01	84.01	0	1.01	41.01	24.01	0	2.01	0
ENSMMUG00000021427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0
ENSMMUG00000013499	2617.05	499.02	532.02	2391.69	2656.88	1947.3	3239.3	2544.92	1720.02	1883.44	560.86	1030.75	1602.02	2324.31	2623.54	3289.17	3144.76	2890.27	802.879	2564.33
ENSMMUG00000017342	0	43.01	2.01	0	4.01	38.02	79.01	0	0	34.02	33.01	0	0	0	0	1.01	215.02	0	0	75.02
ENSMMUG00000008576	13.01	0	0	0	0	0	0	0	0	0	0	38.01	0	0	0	0	21.01	0	0	0
ENSMMUG00000018951	172.01	43.01	100.01	393.01	275.01	349.435	109.01	403.172	90.01	172.01	29.01	126.01	201.01	97.01	143.01	170.01	177.01	232.257	104.01	315.01
ENSMMUG00000030994	13.0594	0	0	145.812	47.2056	110.931	0	0	30.01	0	39.3622	0	71.8133	176.561	126.359	54.1324	53.4698	0	0	137.788
ENSMMUG00000001869	0	0	0	0	1.02096	159.02	0	77.02	121.02	50.02	0	0	0	69.7157	0	92.0753	46.01	22.5487	9.01	0
ENSMMUG00000002910	90.01	0	38.01	291.01	33.01	118.01	104.01	0	58.01	150.01	0	34.01	1.01	48.01	193.01	394.01	11.01	312.01	12.01	32.01
ENSMMUG00000028749	0	0	0	0	0	0	0	0	0	21.01	0	0	0	0	0	71.01	28.01	0	0	0
ENSMMUG00000032075	3.01	0	0	0	8.01	0	1.01	5.01	0	0	0	0	3.07882	0	2.20106	12.2501	2.58923	2.01	7.01	4.65955
ENSMMUG00000008703	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000019180	0	0	0	0	9.01	0	0	0	0	0	15.01	1.01	0	0	98.01	0	74.01	0	10.01	0
ENSMMUG00000019060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007396	291.01	30.01	88.01	220.01	78.01	167.01	21.01	502.654	0	52.01	257.01	0	446.01	377.112	116.01	364.01	417.01	855.01	63.01	301.01
ENSMMUG00000028925	25.01	0	16.01	11.01	0	32.01	20.01	103.01	34.01	0	23.01	0	7.01	0	36.01	13.01	40.01	66.01	14.01	18.01
ENSMMUG00000007550	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	48.01	0	0	0	0	0
ENSMMUG00000014341	0	0	0	46.01	0	0	0	0	7.01	0	8.01	22.01	82.01	30.01	0	0	0	0	0	0
ENSMMUG00000000576	0	2.01	0	0	0	4.01	1.01029	3.0144	0	0	1.01	0	5.01	0	2.01683	7.01651	2.01015	0	2.01	0
ENSMMUG00000013281	0	0	0	0	0	0	0	52.01	0	0	0	0	0	0	55.01	0	0	0	12.01	0
ENSMMUG00000015314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.01	0	0	0	3.01	0
ENSMMUG00000032033	0	0	0	0	0	0	0	0	29.4431	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011769	177.02	45.02	159.02	409.02	201.01	507.02	442.098	388.02	406.01	483.01	103.02	196.01	487.175	827.02	515.02	451.247	403.01	729.053	125.02	437.823
ENSMMUG00000019610	26.01	12.01	0	10.01	9.01	0	37.01	0	0	0	6.01	0	0	0	0	0	0	0	22.01	70.01
ENSMMUG00000007354	173.01	64.01	1.01	2.01	140.01	0	62.01	115.083	67.01	172.01	10.01	0	0	127.02	67.01	150.01	35.01	0	41.02	170.019
ENSMMUG00000013730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.5717	0	0	0	0	0
ENSMMUG00000029952	16.0624	11.1172	7.0838	19.2894	13.1589	21.4272	14.3545	22.2572	17.2343	22.3537	12.8597	10.1998	26.4874	13.3719	23.4297	46.723	31.2518	31.1871	17.3314	15.9844
ENSMMUG00000011374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008892	69.01	50.7121	27.01	80.01	37.01	143.658	204.01	190.035	161.737	237.877	48.5151	120.245	117.245	93.5421	126.916	264.523	140.845	3.01	9.01	51.01
ENSMMUG00000003594	0	0	0	37.01	0	0	14.01	0	0	68.01	0	0	0	90.02	0	0	0	0	0	7.01
ENSMMUG00000013241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006600	0	0	0	1.01	0	0	2.01	0	0	7.01	2.01	19.7179	5.01	2.01	0	0	0	0	0	0
ENSMMUG00000008515	7.02	0	34.02	34.01	81.01	49.02	101.241	4.01	89.02	33.02	23.02	45.02	228.02	101.02	59.02	21.01	260.02	0	3.02	0
ENSMMUG00000031737	29.01	8.01	2.01	32.5511	13.01	25.0571	53.1609	23.2735	0	16.4191	6.64295	18.613	25.3672	0	35.0798	0	91.092	20.9599	4.49412	0
ENSMMUG00000015901	139.255	38.4599	62.0477	97.1428	105.238	263.648	149.085	246.065	79.799	95.9724	67.1648	74.3948	236.477	95.8777	130.149	380.115	127.996	196.299	159.34	158.476
ENSMMUG00000029654	0	3.75236	4.75016	1.15042	1.08874	8.29501	0	1.24199	7.92927	1.40938	3.26416	0	16.4009	2.10681	3.36973	17.5649	5.13853	3.90207	7.96328	2.77411
ENSMMUG00000003391	25.01	0	0	0	0	0	0	0	61.01	0	0	0	0	0	44.01	64.01	29.01	173.01	15.01	0
ENSMMUG00000000138	61.01	42.01	4.01	190.01	0	6.01	66.2069	87.01	105.01	72.01	0	145.01	197.01	124.01	125.01	58.01	181.01	0	65.01	126.01
ENSMMUG00000011536	9.01	0	0	0	0	0	0	4.01	0	0	0	0	90.01	0	0	0	0	0	0	0
ENSMMUG00000003249	0	0	4.01	0	0	0	0	0	0	14.01	1.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000017547	0	0	22.01	0	0	0	7.01	0	0	221.01	0	0	0	0	0	0	0	0	62.01	0
ENSMMUG00000029847	98.9291	15.0915	4.42887	78.8947	57.4905	35.5203	89.0335	108.216	41.2094	272.372	33.1071	32.878	131.232	174.781	118.441	187.257	52.0339	144.591	445.45	247.734
ENSMMUG00000016851	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77328	0	0	0	0	0	0
ENSMMUG00000009625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003914	0	0	0	0	0	0	0	0	0	0	0	1.04956	0	0	0	0	1.01	119.01	1.01	0
ENSMMUG00000030091	25.7567	1.55396	30.9	5.42059	23.4304	8.69803	19.6982	27.4739	1.27202	35.9668	15.7902	0	21.1521	7.23324	32.0586	8.53413	9.65849	1.14206	40.3828	5.91308
ENSMMUG00000004245	0	0	0	0	8.01	0	0	0	0	0	0	0	62.1088	0	0	0	0	0	0	0
ENSMMUG00000019704	11.01	0	20.01	0	0	6.01	0	44.01	0	18.01	0	33.01	0	0	0	0	0	83.01	0	0
ENSMMUG00000021984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000032107	1.01	0	1.01	7.01	0	0	0	0	0	0	0	2.01	0	1.01658	0	0	0	0	0	0
ENSMMUG00000016043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	0
ENSMMUG00000004638	6.01	33.01	0	94.01	0	63.01	0	0	25.01	0	0	240.01	0	0	348.01	0	0	0	88.01	0
ENSMMUG00000014434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000695	30.01	13.01	15.01	0	91.02	0	89.02	1.01	57.02	0	22.01	36.01	0	0	4.01	1.01	46.01	126.02	0	64.02
ENSMMUG00000004718	17.01	2.01	0	10.02	0	0	65.4815	133.02	19.01	12.01	0	46.02	0	52.1718	0	21.3814	27.02	2.02037	22.2524	66.02
ENSMMUG00000019577	72.01	0	0	158.01	0	0	183.01	44.01	47.01	109.01	63.01	0	208.01	0	121.01	27.0189	231.01	0	0	98.01
ENSMMUG00000006064	21.01	57.01	31.01	17.01	35.01	37.01	37.01	62.01	26.01	35.01	8.01	38.01	16.01	28.01	34.01	53.01	66.01	58.01	21.01	59.01
ENSMMUG00000001719	0	0	0	0	2.22332	0	0	2.1063	0	7.05957	0	0	0	0	0	0	2.03891	1.01215	1.09923	0
ENSMMUG00000010634	0	0	0	0	43.02	0	22.01	68.02	0	0	28.01	0	31.01	0	0	0	1.02911	0	0	0
ENSMMUG00000013053	0	0	0	0	4.69779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017574	0	0	0	0	0	0	0	0	0	0	0	0	0	28.01	0	0	0	0	0	0
ENSMMUG00000005919	59.0486	134.01	16.01	144.01	69.01	77.01	108.01	104.01	34.01	6.01	53.01	158.01	120.01	97.02	98.01	0	195.01	140.01	25.01	68.02
ENSMMUG00000002899	29.02	49.02	59.02	156.181	117.02	160.605	196.126	159.562	8.06614	190.746	31.02	19.01	78.01	169.02	160.001	168.081	6.01	75.0352	142.185	167.02
ENSMMUG00000031769	6.33062	4.89465	0	1.01	0	6.01	1.02384	4.05609	1.01	5.49921	1.04074	3.01	0	1.01	2.16031	0	0	12.9949	4.28695	1.01
ENSMMUG00000019292	37.02	8.03	0	4.01	5.01	43.01	111.03	0	0	1.01	24.02	0	5.01	0	8.01	9.01	1.01	0	20.02	0
ENSMMUG00000012626	676.01	190.01	269.01	390.01	424.01	431.803	568.02	287.01	393.01	754.866	186.01	261.01	253.01	1139.02	591.01	653.332	632.871	902.838	177.01	316.01
ENSMMUG00000008368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018390	18.01	0	0	67.03	28.01	0	18.01	0	0	0	4.01	0	35.0288	24.01	28.02	2.01	0	121.02	5.01	21.02
ENSMMUG00000023124	37.02	0	21.02	25.02	18.01	0	14.01	12.01	21.02	16.02	1.01	21.02	0	0	58.02	75.02	70.02	0	31.0201	34.02
ENSMMUG00000016394	80.02	3.01	5.01	278.02	136.01	258.02	20.02	128.01	162.01	248.01	39.02	91.01	358.02	219.01	210.02	58.01	323.02	592.01	72.01	67.01
ENSMMUG00000002229	73.01	52.01	23.01	148.01	315.01	73.01	95.01	143.01	259.02	165.01	0	90.01	0	83.01	88.02	0	29.01	310.01	70.01	142.01
ENSMMUG00000016893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000022860	48.01	32.01	7.01	17.01	117.01	58.01	8.01	27.0113	192.01	23.01	23.01	36.01	105.599	90.02	78.02	6.01	202.02	146.03	13.01	0
ENSMMUG00000004977	0	0	0	27.01	0	0	0	0	7.01	174.01	0	15.01	116.068	0	41.01	0	24.01	0	1.01	25.01
ENSMMUG00000020198	0	0	1.04423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000030561	13.7954	0	0	31.01	0	0	17.4744	0	0	0	0	0	0	0	0	0	12.8279	0	0	0
ENSMMUG00000003753	1.01	0	6.01	35.01	0	50.01	19.0199	39.01	21.01	148.01	41.01	12.01	0	24.01	40.01	35.01	64.1538	0	58.01	6.01
ENSMMUG00000004841	180.01	70.01	5.01	200.01	72.01	297.01	216.01	16.01	131.01	214.01	31.01	53.01	157.01	206.01	157.01	288.375	177.01	0	94.01	111.01
ENSMMUG00000015050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	1.01	0	6.01
ENSMMUG00000030913	69.01	0	10.01	113.53	0	0	64.825	181.01	0	0	18.01	30.01	137.523	0	12.01	103.899	0	0	0	76.01
ENSMMUG00000001518	4.01	5.01	6.01	56.01	2.01	0	2.01	0	0	15.01	0	0	39.01	14.01	0	0	0	0	0	0
ENSMMUG00000007208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.01	0	0	0	0	0
ENSMMUG00000007475	0	0	0	0	0	0	0	2.02262	0	2.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020603	0	0	0	0	0	0	1.01	0	0	23.01	0	0	0	0	0	0	1.01	0	0	0
ENSMMUG00000022867	104.02	57.0824	0	0	69.01	118.02	26.01	44.0187	0	0	9.01	0	0	0	83.01	87.01	1.01	0	0	57.01
ENSMMUG00000014406	0	0	0	0	1.11469	0	0	0	0	0	0	1.12805	0	0	0	0	0	0	0	2.36573
ENSMMUG00000030825	0	0	1.02909	0	0	1.02245	0	0	0	1.02104	0	1.02016	0	0	0	0	0	0	0	1.02001
ENSMMUG00000017154	36.01	0	0	0	0	0	23.01	69.01	0	0	22.01	72.01	0	39.01	0	39.01	0	0	17.01	53.01
ENSMMUG00000010111	0	0	2.01	5.01	0	0	6.01	0	1.01	29.01	0	0	0	1.01	1.01	0	0	0	1.01	1.01
ENSMMUG00000017774	0	0	0	0	24.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000012113	0	0	0	0	0	0	13.01	0	0	57.02	0	27.01	36.02	0	55.02	37.01	0	0	0	22.01
ENSMMUG00000009343	3.01	10.01	0	1.10188	4.01	0	9.33847	2.04942	2.12354	1.01	0	2.01	0	3.01	2.14356	4.01	3.22744	58.8914	9.30542	7.31732
ENSMMUG00000028947	51.01	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017105	86.01	0	34.01	17.01	0	54.01	75.01	0	55.01	92.01	42.01	47.01	93.01	0	91.01	41.01	125.01	90.01	47.0311	47.01
ENSMMUG00000013551	40.01	0	0	0	46.01	0	0	0	81.02	0	0	65.01	0	0	0	49.0278	0	0	38.0214	0
ENSMMUG00000005819	0	0	0	0	0	0	0	0	0	19.01	4.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000012225	164.01	63.4196	37.01	245.01	108.01	166.408	206.72	325.399	266.01	125.01	32.3624	189.01	416.873	198.368	292.257	209.012	139.093	337.764	105.01	189.249
ENSMMUG00000030280	7.01	1.01	9.01	13.01	0	0	24.01	10.01	0	53.01	57.01	0	0	10.01	16.01	11.01	48.01	125.01	4.01	26.01
ENSMMUG00000006714	87.01	20.01	10.01	3.01	0	92.01	0	21.01	91.01	104.01	30.01	35.01	0	79.0842	65.01	124.01	161.01	0	68.01	0
ENSMMUG00000030792	0	4.53007	2.53522	0	0	3.42883	0	0	0	0	1.88599	0	1.91545	7.74022	5.20512	0	0	0	0	6.19557
ENSMMUG00000003226	0	1.01	0	1.01	0	2.01	0	2.02014	0	0	0	0	3.01	2.61279	2.01	2.02314	3.01	0	3.77527	0
ENSMMUG00000023326	0	0	0	0	0	0	0	0	0	0	0	20.01	0	0	0	0	7.01	0	1.01	0
ENSMMUG00000007456	74.02	87.01	51.01	250.01	322.01	679.275	376.968	127.072	222.01	128.169	155.01	63.01	119.02	340.01	106.01	248.01	397.01	398.01	28.01	511.01
ENSMMUG00000011327	849.098	474.04	268.043	1023.13	1065.54	787.547	809.025	1506.57	610.376	734.037	316.658	462.973	1330.2	1051.51	891.435	1628.81	1425.12	1309.24	433.461	703.554
ENSMMUG00000003259	0	3.27895	2.66779	0	0	0	0	0	3.84261	0	0	0	0	3.11573	1.15923	12.3251	0	0	0	0
ENSMMUG00000012930	89.01	66.01	28.8783	23.9328	143.735	43.8071	145.373	133.98	46.8112	175.779	36.4028	47.9713	202.01	114.922	68.8901	58.8144	73.7349	18.8298	65.0461	76.0772
ENSMMUG00000030478	2.01	0	0	1.01	1.76432	0	2.01	0	0	2.01	0	0	0	0	3.01	0	0	0	2.01	0
ENSMMUG00000018684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000006970	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000011772	253.01	472.01	38.01	134.01	271.199	427.01	271.01	344.153	192.309	148.01	123.01	52.01	587.234	30.01	175.01	0	0	36.01	22.01	0
ENSMMUG00000003835	0	0	0	1.03083	0	1.02265	0	0	0	0	0	2.05646	0	1.02604	2.05702	1.02706	0	0	0	1.02806
ENSMMUG00000029176	0	0	1.01	0	0	0	0	0	0	2.01	2.01	0	42.01	0	3.01	0	0	0	0	1.01
ENSMMUG00000015059	307.11	132.42	58.4095	338.887	334.538	627.509	338.146	463.724	258.117	426.309	126.388	205.366	478.294	329.426	521.419	694.992	527.94	525.451	194.604	258.611
ENSMMUG00000021927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010399	18.01	25.01	0	0	25.01	22.01	47.01	0	0	0	0	17.01	0	0	12.01	0	22.01	62.01	0	0
ENSMMUG00000031767	0	0	0	0	0	0	0	1.02597	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSMMUG00000020207	45.01	0	28.01	66.01	0	0	6.01	93.0395	0	90.01	0	0	0	12.01	75.0552	67.01	189.01	0	2.01	0
ENSMMUG00000015223	0	0	0	34.01	24.01	26.01	46.01	0	82.01	47.01	17.01	0	0	0	0	0	40.01	0	0	38.01
ENSMMUG00000016812	41.01	0	0	0	10.01	0	32.01	40.01	0	17.01	4.01	0	0	0	38.02	31.01	10.01	6.01	19.01	0
ENSMMUG00000001714	26.082	2.03374	1.63788	0	0	31.1293	18.1207	1.01039	3.05493	65.2758	4.02477	17.1125	3.01996	142.493	35.2224	2.02464	1.01292	9.13281	5.04079	1.01819
ENSMMUG00000010890	67.01	0	16.01	120.01	127.01	61.01	41.01	135.01	31.01	94.01	59.01	10.01	105.01	177.01	91.01	99.01	104.01	165.01	44.01	40.01
