gene	21373_7_20	21373_7_37	21373_7_60	21373_7_102	21373_7_106	21373_7_139	21373_7_152	21373_7_160	21373_7_166	21373_7_169	21373_7_175	21373_7_183	21373_7_202	21373_7_204	21373_7_216	21373_7_221	21373_7_225	21373_7_239	21373_7_254	21373_7_262	21373_7_271	21373_7_279	21373_7_304	21373_7_317	21373_7_327	21373_7_340	21373_7_346	21373_7_354	21373_7_358	21373_7_369	21373_7_377	21373_7_381
ENSMMUG00000009282	0	0	0	0	0	0	15.01	0	0	0	0	0	0	0	0	0	0	0	0	17.01	0	0	0	0	0	0	0	0	0	0	8.01	0
ENSMMUG00000012121	11.01	26.9486	70.01	158.412	80.01	7.01	44.01	60.0687	4.01	7.01	152.482	0	17.022	21.01	39.01	31.01	0	54.0506	10.01	69.3486	0	81.01	43.1917	16.01	174.01	48.01	118.678	93.0862	48.01	17.01	25.01	16.01
ENSMMUG00000010763	9.01	0	0	0	0	0	0	0	0	2.01	0	9.01	0	0	2.01	6.01	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000465	0	0	0	0	0	0	29.01	27.01	0	0	0	0	5.01	0	1.01	0	0	50.01	0	0	0	0	21.01	18.01	0	0	0	0	0	0	0	0
ENSMMUG00000001568	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000028763	5.01	34.6469	8.921	7.38132	9.34835	14.266	5.50185	14.9072	6.01	8.01	23.2609	35.1965	14.5772	16.9084	12.01	28.3929	0	30.8031	6.18088	12.9992	0	36.133	16.1429	14.4794	8.71709	11.01	26.1057	1.01	6.5934	6.01	7.32878	4.35684
ENSMMUG00000019211	0	15.01	313.01	474.01	0	143.01	241.01	92.01	0	92.01	157.01	120.111	145.01	417.281	90.01	263.01	4.01	225.01	676.01	209.01	0	651.01	124.01	673.01	90.01	0	531.824	80.7852	0	0	46.01	16.01
ENSMMUG00000010528	0	0	0	5.01	8.01	0	36.01	22.6161	0	0	21.02	0	0	3.01	12.02	5.01	0	8.01	3.01	0	0	113.998	0	0	20.01	0	22.01	1.01	14.01	1.01	0	0
ENSMMUG00000013045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000017073	2.06479	10.3503	31.695	19.4967	53.663	0	16.2233	24.1969	32.4652	12.6223	21.8082	30.8542	6.88837	0	1.22235	15.3405	14.4912	38.0374	24.854	5.28645	45.7955	22.8597	38.7457	25.3473	53.616	25.0718	37.7224	13.5768	17.1637	27.3164	7.16293	0
ENSMMUG00000016320	0	0	35.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0
ENSMMUG00000009128	1.01	28.01	118.263	62.018	0	43.01	107.308	124.31	19.01	20.01	11.01	57.01	49.01	16.02	41.01	77.0337	17.01	21.01	104.742	27.01	0	10.01	95.01	97.01	26.01	83.01	77.0281	169.032	80.01	32.01	51.01	59.01
ENSMMUG00000020868	0	5.01	1.0177	12.6145	0	0	1.01	4.15462	3.04037	2.10999	5.87115	0	0	8.42012	8.01	17.01	3.01	9.27452	5.27886	9.56125	10.01	66.01	0	0	1.01494	2.0101	6.34197	13.9471	0	4.09353	1.01	2.01
ENSMMUG00000009990	0	0	215.027	0	24.01	0	124.01	6.01	0	0	46.01	0	0	134.01	5.01	0	24.01	0	73.01	17.01	142.01	52.01	54.01	8.01	92.01	0	22.01	112.01	57.01	151.01	14.01	18.01
ENSMMUG00000023431	31.01	127.043	206.292	165.156	10.01	199.01	142.02	58.02	0	43.02	197.02	275.01	102.02	168.02	145.02	118.01	402.09	32.01	439.02	220.02	361.257	450.286	251.923	79.02	105.073	36.02	18.01	518.02	409.394	293.649	75.6554	38.01
ENSMMUG00000014942	0	0	92.01	0	0	0	0	24.0867	0	9.01	10.01	0	9.01	0	0	0	2.01	25.01	38.01	63.01	0	0	0	0	62.01	0	0	0	0	43.01	0	0
ENSMMUG00000002181	0	0	0	0	0	0	0	0	0	0	0	0	26.01	32.02	30.03	0	0	0	0	0	0	0	0	0	0	63.03	30.01	0	0	0	0	0
ENSMMUG00000011206	0	1.01	0	0	0	1.13868	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	1.02076	0	0	0	0	0	0	0	1.01	0	0	0
ENSMMUG00000008219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031067	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0
ENSMMUG00000010236	9.01	121.01	228.01	25.01	1.01	35.01	22.01	86.5304	3.01	33.01	103.01	132.057	81.01	66.0576	69.01	44.01	3.01	38.01	294.01	102.01	9.01581	239.01	219.126	8.01	77.01	0	167.01	93.0194	148.01	527.01	4.01	32.01
ENSMMUG00000012836	9.01	33.01	14.01	3.01	0	3.01	150.155	18.01	0	14.01	95.01	57.01	22.01	118.01	14.01	27.01	0	347.01	44.109	122.01	0	32.0662	105.154	108.01	86.01	5.01	122.12	97.0378	75.01	9.01	4.01	5.01
ENSMMUG00000003646	13.01	257.01	258.01	0	120.01	6.01	250.01	262.01	0	31.01	151.01	291.01	30.01	228.01	126.01	223.01	123.01	612.553	82.01	30.01	5.01	170.105	173.066	100.01	135.01	0	286.01	92.01	129.01	189.01	236.01	29.01
ENSMMUG00000002630	3.01	59.01	62.01	39.01	0	30.01	6.01	9.01	0	3.01	1.01	338.01	0	0	1.01	0	0	0	3.01	0	168.01	0	49.01	36.01	182.01	0	0	112.01	42.01	48.01	0	0
ENSMMUG00000009175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008292	2.04946	0	0	0	107.01	0	0	0	0	10.01	44.01	0	0	88.01	0	2.01	0	0	0	0	0	0	0	17.01	0	0	0	1.01353	0	0	0	0
ENSMMUG00000010700	7.01	0	52.01	33.01	0	0	0	41.01	0	3.01	87.01	0	0	23.01	22.01	0	0	0	67.01	0	1.01	144.01	34.01	0	0	0	78.01	0	0	54.01	18.01	0
ENSMMUG00000022838	0	40.02	5.01	121.02	0	0	10.01	96.02	0	0	0	52.02	1.01	0	7.01	9.01	0	0	27.01	27.02	2.01	0	0	33.7763	41.01	20.01	3.01	0	0	30.01	0	0
ENSMMUG00000021114	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000031400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000010204	0	0	0	1.01781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000013561	0	38.01	0	55.0711	0	0	117.01	0	0	0	0	0	0	134.01	0	1.01	0	0	0	0	0	0	0	22.01	24.01	0	108.01	0	0	68.01	17.02	0
ENSMMUG00000011160	12.0945	33.5492	0	23.4607	0	72.6078	0	14.2256	0	21.2773	61.0086	49.01	47.9125	85.6135	4.01	24.1426	0	90.2133	1.04003	92.2073	58.01	0	37.4608	0	3.01	19.7572	26.7671	194.257	0	72.6798	4.01	2.01
ENSMMUG00000029276	0	0	0	0	0	0	46.6424	0	0	0	0	0	17.01	0	0	0	0	89.0025	0	0	0	0	0	0	20.01	0	0	0	58.5292	0	0	14.01
ENSMMUG00000014516	28.01	103.01	0	28.01	0	0	0	48.01	0	59.01	34.01	0	88.01	55.01	10.01	102.01	15.01	334.01	149.01	136.01	216.01	68.0315	62.01	0	45.01	0	3.01	188.01	0	69.01	18.01	8.01
ENSMMUG00000004125	82.01	421.01	762.456	543.235	51.01	562.01	1175.73	1155.42	97.0332	325.01	959.041	418.602	694.962	977.468	289.01	685.925	39.01	1355.12	1192.77	493.814	44.9587	1195.9	622.097	274.555	344.855	72.6213	1187.08	848.256	674.26	1201.19	366.01	143.01
ENSMMUG00000007511	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015253	19.01	10.01	110.01	47.01	1.01	113.01	74.01	100.01	0	24.01	101.01	56.01	60.01	119.01	89.01	0	8.01	0	18.01	0	0	117.01	83.01	14.013	223.01	29.01	195.01	240.01	0	51.01	66.01	10.01
ENSMMUG00000018786	1.01	23.01	21.01	37.01	11.01	62.6369	113.157	61.01	0	8.01	50.01	0	27.01	27.01	17.01	62.01	63.9953	40.01	34.01	20.01	102.01	104.01	78.4181	55.01	42.01	2.01	43.01	102.01	87.01	0	0	0
ENSMMUG00000002405	30.01	167.01	120.01	302.08	18.01	89.01	163.01	179.01	271.351	62.01	356.01	97.01	307.01	373.01	104.01	488.714	88.1791	283.01	191.01	207.01	0	312.876	276.01	478.327	460.83	35.01	329.01	356.437	352.01	179.01	48.01	74.01
ENSMMUG00000020157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	11.7712	0	0	0	0	0
ENSMMUG00000021173	0	37.02	33.01	0	0	0	0	25.01	0	13.02	0	0	40.02	103.151	13.02	42.01	0	105.01	0	1.01	0	0	27.01	0	106.02	0	43.02	43.01	0	0	0	9.02
ENSMMUG00000012465	1.01	11.01	0	0	30.01	6.01	0	0	0	4.01	22.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0
ENSMMUG00000012580	0	4.01	8.09578	4.24214	30.4571	15.1398	2.34761	2.85625	0	2.02448	23.0905	12.6256	21.0635	19.7749	1.49717	4.01	14.3202	1.18267	26.0028	0	4.60743	10.1473	45.7486	21.7851	19.4798	15.1262	27.7988	14.5655	18.719	6.69434	1.40907	0
ENSMMUG00000003962	43.01	415.01	243.01	255.01	2.01	667.01	350.01	364.174	0	95.01	374.097	476.01	419.01	729.301	241.385	459.269	21.01	624.01	731.264	463.01	56.0378	437.01	400.533	192.01	530.256	111.01	917.048	325.01	275.01	926.01	44.01	161.01
ENSMMUG00000006305	7.01	23.01	0	17.01	0	14.01	0	45.01	0	0	10.01	1.01	24.01	0	0	73.01	1.01	119.02	35.01	0	0	41.01	8.01	52.01	22.01	0	71.01	6.01	0	23.01	6.01	0
ENSMMUG00000022114	0	0	0	0	0	23.01	0	0	0	0	0	0	0	18.01	0	0	0	0	19.01	0	0	0	0	0	38.01	0	8.01	0	0	0	0	0
ENSMMUG00000028839	0	3.65709	0	1.02299	0	3.14775	4.10551	0	17.2593	3.98847	0	6.46334	6.10489	2.01756	0	1.02307	2.12622	0	0	2.05244	0	2.85711	13.3481	2.62974	7.45829	0	5.48944	0	7.78996	15.01	3.01	1.01
ENSMMUG00000023572	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0
ENSMMUG00000011573	0	0	0	0	17.01	0	17.01	0	0	5.01	3.01	0	7.01	0	0	0	10.01	0	130.01	0	0	0	0	28.01	0	0	5.01	18.01	0	0	0	0
ENSMMUG00000011724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004139	0	0	0	0	0	0	4.01	4.01	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0	1.01	0	0	79.02	0	0
ENSMMUG00000000731	0	0	0	19.02	0	0	0	0	0	48.01	16.01	0	0	0	0	0	0	0	0	5.04082	0	0	14.02	215.01	0	0	0	0	0	0	0	0
ENSMMUG00000016762	22.01	114.01	0	85.01	0	146.01	102.01	25.01	0	8.01	80.01	0	70.01	130.01	26.01	0	1.01	49.01	55.01	20.01	38.0176	76.01	153.01	40.01	124.01	5.01	58.01	0	116.01	48.01	13.01	11.01
ENSMMUG00000003441	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSMMUG00000018353	0	39.01	0	0	0	0	0	12.01	0	0	41.01	0	0	0	0	0	0	0	0	0	0	0	15.01	0	48.01	0	0	0	0	0	0	6.01
ENSMMUG00000006818	7.01	56.8114	71.0128	24.444	3.01958	92.2928	48.8517	116.938	12.01	17.7669	73.5892	90.6048	109.144	81.4999	30.7578	84.8444	47.9835	119.786	107.692	42.6333	29.924	199.949	142.053	21.7628	123.461	11.01	95.2789	68.8883	69.3358	77.5298	32.7316	6.77425
ENSMMUG00000007295	4.01	20.02	5.01	0	0	186.01	118.01	0	0	18.01	107.01	134.01	16.01	47.01	8.01	197.01	0	110.041	61.01	0	0	11.01	106.01	0	92.01	0	77.01	9.01	52.01	16.01	3.01	12.01
ENSMMUG00000032144	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003717	173.01	0	258.01	62.01	0	41.01	73.01	145.01	0	16.01	12.01	424.01	0	149.01	27.01	160.01	1.01	263.01	56.01	102.77	0	0	464.01	0	8.01	3.01	350.01	0	0	191.01	182.01	96.01
ENSMMUG00000007965	0	1.03619	0	8.01	0	0	1.01	1.01	0	0	0	0	0	1.01	0	4.05325	0	0	2.01107	1.01	3.01	1.01	4.01	0	2.16638	0	2.02445	4.2878	1.01	8.16384	0	0
ENSMMUG00000010124	32.01	172.01	120.01	42.01	98.01	136.02	87.01	116.914	0	23.01	73.01	265.203	174.01	183.01	83.01	47.01	62.01	330.194	298.324	185.944	241.277	242.911	157.344	339.884	231.01	80.02	61.6143	206.265	203.01	253.01	49.02	40.01
ENSMMUG00000009189	13.02	80.01	155.446	0	0	258.01	44.01	84.02	0	55.02	248.02	9.01	199.02	255.02	76.0299	204.01	81.1883	195.01	259.01	300.01	0	336.01	59.02	41.02	80.01	0	409.03	206.02	0	498.02	30.01	62.01
ENSMMUG00000012071	14.01	0	0	0	0	21.01	0	0	0	0	32.01	0	0	64.01	24.01	0	0	37.01	0	13.01	0	9.01	0	0	110.01	0	23.01	84.01	0	8.01	0	0
ENSMMUG00000022519	0	8.01	0	0	0	37.02	0	0	0	0	17.03	0	0	0	0	44.02	0	0	0	49.03	0	242.03	25.03	165.03	1.01	0	37.03	53.03	103.03	0	19.02	0
ENSMMUG00000019569	3.01	82.01	94.01	210.172	0	169.01	55.01	202.861	1.01	55.01	251.01	216.01	133.898	184.01	139.01	120.01	29.01	343.171	387.01	152.01	146.01	168.01	214.01	26.01	300.01	32.01	90.5027	86.0742	210.282	145.01	98.01	19.01
ENSMMUG00000030397	0	1.01	5.63083	49.2693	38.3014	7.2724	10.1054	2.67974	0	0	1.03356	4.37658	0	2.11034	0	0	0	0	1.0388	2.415	0	4.10842	12.276	0	1.0736	7.32277	3.37882	2.07099	0	0	0	0
ENSMMUG00000010008	98.01	282.01	264.596	246.222	89.8804	309.01	466.917	369.01	0	102.01	327.01	1064.65	127.01	403.284	97.01	274.267	57.043	402.441	381.238	321.01	64.036	239.673	269.095	371.01	798.01	123.01	600.01	338.161	248.21	638.418	177.01	106.01
ENSMMUG00000028847	1.01	0	0	0	0	0	0	0	0	0	0	3.196	0	0	0	1.02241	8.42487	0	0	0	2.7812	0	0	0	0	2.55394	1.20922	1.09628	0	0	0	1.02497
ENSMMUG00000012869	5.01	15.01	0	3.01	0	20.01	35.01	7.01	0	6.01	18.01	0	3.01	1.01	1.01	1.01	0	0	11.01	12.01	0	0	0	0	0	0	74.01	26.01	0	22.01	3.01	1.01
ENSMMUG00000005602	0	118.02	12.01	0	0	267.02	1.01	47.01	0	4.01	36.01	0	87.0966	149.02	73.02	5.01	0	192.01	169.02	224.127	0	55.043	146.022	0	0	45.02	107.02	79.01	12.01	0	2.01	19.01
ENSMMUG00000030545	1.01	0	0	0	4.01979	0	2.01	0	0	0	0	0	0	0	0	1.01	0	3.01	0	0	0	1.01	1.91593	3.01	2.71603	4.0739	0	0	0	0	0	1.91694
ENSMMUG00000005235	0	0	0	0	0	0	0	0	0	0	22.01	0	21.01	0	0	0	0	0	16.01	0	0	29.01	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000029685	0	0	0	1.78671	4.90065	0	0	1.35891	0	3.17003	3.10115	0	0	0	0	0	0	2.04034	0	1.21232	0	0	1.01964	1.11159	1.02796	33.0209	1.51889	0	0	16.3454	1.19925	0
ENSMMUG00000011405	26.01	34.3187	89.01	14.2436	4.01	156.337	121.693	94.0545	0	31.01	67.01	126.01	87.01	170.35	64.01	54.0518	9.01	22.01	166.201	105.01	267.652	22.01	271.108	210.01	138.335	31.01	36.01	159.098	181.01	207.231	104.01	14.01
ENSMMUG00000023681	23.01	26.01	0	0	0	0	0	33.01	0	9.01	0	0	38.01	0	45.01	48.01	0	0	99.01	8.01978	83.01	0	4.01	0	0	0	51.01	53.01	87.01	12.01	0	2.01
ENSMMUG00000006353	478.94	1263.36	2379.58	1127.01	279.953	1658.9	2466.79	1588.67	10.01	595.59	1696.78	1915.04	1631.45	3152.26	938.96	1541.95	521.252	2780.3	3045.04	1201.51	886.963	1597.52	2228.95	676.247	2483.48	273.001	2317.27	1627.21	1888.38	1982.7	605.693	411.461
ENSMMUG00000004243	8.01	0	0	20.01	0	0	0	0	33.01	0	0	0	0	31.01	0	0	0	0	0	0	0	0	60.01	0	0	0	0	0	0	0	9.01	0
ENSMMUG00000006596	15.01	17.01	93.02	130.02	0	93.01	72.02	25.4501	0	23.01	31.02	30.01	61.097	0	61.01	48.01	5.01	0	78.02	0	2.01	107.01	155.03	0	37.7575	0	76.02	0	41.01	0	0	0
ENSMMUG00000014433	58.02	424.301	587.211	277.251	8.01	215.02	325.02	171.02	0	43.02	320.26	764.247	585.02	346.02	113.02	8.02	361.535	635.433	437.237	248.174	493.301	618.249	241.034	636.158	563.944	117.162	343.02	899.02	555.02	846.02	56.02	110.02
ENSMMUG00000032079	0	0	2.51	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	21.51	0	0	0	0	0	0.51	0	4.51	4.01	0	0
ENSMMUG00000032369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0
ENSMMUG00000003784	9.01	0	0	97.01	50.6763	56.01	0	30.01	0	0	0	0	0	13.01	0	0	0	0	0	0	92.01	112.01	0	0	0	75.01	0	86.01	0	0	0	0
ENSMMUG00000003062	0	0	0	0	0	0	36.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.01	0	0	0	0	0	0
ENSMMUG00000017443	13.01	20.01	0	72.02	0	31.02	0	0	0	17.01	29.02	0	0	56.01	0	0	0	0	0	44.02	0	0	0	0	0	0	33.01	0	0	0	23.01	0
ENSMMUG00000028714	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000032167	1.03047	0	0	0	0	0	0	2.89721	0	0	1.01	0	1.01	0	0	28.1277	0	0	0	0	0	18.1932	2.18803	0	2.6786	0	0	41.4426	2.02	0	4.01	0
ENSMMUG00000018384	2.01	0	0	69.3193	0	0	0	0	0	0	0	0	0	60.01	0	66.01	0	5.01	0	0	0	0	0	0	0	0	1.01	13.01	0	0	0	0
ENSMMUG00000006940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	19.01	0	0
ENSMMUG00000014265	0	0	0	1.01603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000000135	0	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0	0	21.01	0	0	0	55.01	0	0	0	0	0
ERCC-00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000018326	24.0444	0	108.064	1.01068	3.01511	0	3.01134	35.1653	2.01985	7.01048	31.01	287.094	48.01	19.8928	0	1.01011	1.07447	2.01	34.0188	20.01	39.207	0	53.0639	0	48.1111	28.6907	62.514	2.01003	38.0599	84.0587	0	21.01
ENSMMUG00000000781	0	0	19.01	33.4773	0	29.01	0	11.01	0	9.01	0	0	0	0	31.01	0	0	0	0	0	10.0389	63.02	0	0	0	0	0	82.01	0	0	0	0
ENSMMUG00000010353	0	0	4.01	0	0	122.985	88.3904	0	0	17.01	22.1052	0	0	0	0	0	0	0	0	0	0	0	16.9944	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000017187	3524.01	5975.85	11003.3	13641.7	9404.7	6039.65	12038.8	8759.85	2174.95	6270.99	9382.8	11769.5	6539.91	8914.77	4741.97	9195.88	9109.87	12856.9	3976.95	5854.95	8840.3	8399.41	14376.2	11366.5	15380.4	5477.91	12493.9	7851.62	8202.95	8948.88	4179	3559.01
ENSMMUG00000019418	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	20.02	0
ENSMMUG00000021483	0	30.02	0	0	19.01	159.02	37.01	0	0	8.02	30.02	0	15.02	0	0	77.02	0	0	9.01	186.02	0	84.02	100.027	0	366.02	0	79.02	0	62.02	17.01	33.02	69.02
ENSMMUG00000008422	0	0	0	0	86.02	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000003738	114.623	528.454	394.501	459.758	191.72	581.836	411.123	364.428	0	162.442	469.496	480.878	602.021	709.294	290.923	536.979	422.076	1002.93	769.646	400.795	373.024	662.6	788.929	535.552	720.185	171.379	532.269	536.036	734.635	671.214	159.082	85.537
ENSMMUG00000018529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000007688	1.01096	11.01	13.5557	0	2.20848	2.01668	9.09759	12.3588	0	3.33328	2.06215	36.7786	19.2821	2.01876	14.01	31.0648	10.01	65.01	21.985	4.20194	1.01	4.03828	21.9334	0	2.01799	0	1.01249	1.01	2.01	67.01	0	0
ENSMMUG00000020751	15.02	4.02	0	22.02	62.02	88.02	70.2954	23.01	0	4.01	11.01	40.0201	0	0	13.0388	35.02	138.019	162.02	1.01	80.02	0	0	61.02	0	21.01	0	107.161	45.02	0	0	13.0199	0
ENSMMUG00000007539	3.01	47.01	13.01	0	0	88.01	43.01	47.01	0	28.01	64.01	0	58.01	86.01	24.01	44.01	23.0491	49.01	114.01	0	16.1787	90.01	16.01	0	16.01	0	24.01	70.01	85.01	73.01	0	17.01
ENSMMUG00000018438	0	35.01	128.02	4.01	0	15.01	31.02	93.02	0	1.01	104.02	354.177	14.02	69.01	0	24.01	0	0	27.01	141.02	0	120.02	13.01	14.01	2.01	0	182.02	23.0566	59.02	0	25.0201	15.02
ENSMMUG00000022351	0	65.0199	115.02	75.02	14.01	95.02	165.02	64.02	0	20.01	105.02	35.01	31.02	84.02	39.02	125.02	9.01	37.01	119.02	35.02	95.01	31.01	83.02	57.02	37.01	45.02	108.02	34.01	78.0308	18.01	28.0199	7.02
ENSMMUG00000029862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000015798	2.01	0	145.01	0	0	0	0	0	0	0	18.01	0	113.446	87.01	34.02	0	0	90.01	0	0	0	0	35.01	0	0	0	18.01	13.01	93.01	71.01	14.01	0
ENSMMUG00000003281	4.01	10.0311	0	7.01896	0	2.01	6.01	8.0311	8.01	4.01	3.02895	0	0	2.02899	0	3.0893	0	4.03469	9.0936	1.01	46.5412	10.0437	10.0448	78.9293	4.11447	4.09796	4.02613	1.0106	8.04814	15.37	0	4.01
ENSMMUG00000020725	4.01	0	0	0	0	0	0	0	0	9.01	0	12.01	16.01	0	36.01	33.02	0	98.01	0	38.02	0	76.02	2.01	0	106.01	0	48.01	0	4.01	0	0	22.02
ENSMMUG00000014544	0	0	0	0	0	0	5.01	0	0	0	2.04216	0	0	0	0	0	0	0	0	36.7296	0	0	0	0	12.01	0	35.01	0	0	0	0	0
ENSMMUG00000008858	0	0	0	2.01	0	0	0	0	0	3.01	49.01	0	0	0	35.01	48.01	12.01	0	0	0	0	0	0	0	0	0	0	0	0	50.01	56.01	0
ENSMMUG00000020427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000022447	0	0	0	0	4.01	0	0	0	0	0	0	0	0	6.61591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000016264	0	0	0	0	26.0326	0	0	0	0	3.01	18.01	0	0	0	11.01	0	0	0	0	0	0	0	0	0	9.01	0	10.01	0	7.01	17.01	0	0
ENSMMUG00000021708	0	2.26343	10.7064	0	3.02281	4.80267	1.01967	2.1426	12.6686	2.28279	1.01569	5.12938	4.04716	1.02102	0	0	5.42422	3.57259	0	0	5.18368	2.078	1.01322	2.01734	2.01562	2.023	0	4.06908	7.04708	2.035	0	0
ENSMMUG00000030640	0	0	0.678956	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541682	0	2.32272	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000004529	5.01	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	1.01	0	0	0	6.01	0	9.54177	0	14.01	0	0	0	0	0	0
ENSMMUG00000012889	6.01	104.01	179.01	103.01	123.01	163.01	0	44.01	0	17.01	139.01	0	40.01	102.01	57.01	118.01	0	0	163.01	424.01	0	0	77.01	0	18.01	0	167.01	41.01	44.01	152.01	60.01	36.01
ENSMMUG00000008839	68.02	97.02	162.01	87.769	101.01	203.096	85.4053	194.236	45.01	41.02	153.02	25.02	66.01	233.146	125.02	125.02	68.02	221.02	283.182	206.271	26.01	104.206	183.02	1.01	211.02	27.01	159.02	431.02	205.02	421.01	46.02	37.02
ENSMMUG00000022553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.01	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0	0
ENSMMUG00000010734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0
ENSMMUG00000017125	0	26.01	0	67.01	106.044	0	79.01	16.01	0	14.01	11.01	9.01	15.01	44.01	9.01	9.01	0	85.0346	87.01	25.01	0	68.01	42.0142	25.01	0	0	1.01	152.01	83.01	0	21.01	0
ENSMMUG00000032235	1.26912	6.06121	3.46195	21.7324	2.3246	10.3033	19.9272	4.62167	3.48104	5.07041	4.55841	7.08759	0	19.8661	1.13818	30.7416	1.1512	7.23536	9.4951	0	2.28082	12.7177	12.0842	6.28084	15.815	19.3062	13.2496	8.06344	5.01445	5.37283	4.09317	2.55528
ENSMMUG00000015688	0	0	20.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000008441	0	0	0	0	0	0	66.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
