gene	21373_1_7	21373_1_22	21373_1_46	21373_1_73	21373_1_74	21373_1_99	21373_1_107	21373_1_114	21373_1_123	21373_1_124	21373_1_131	21373_1_137	21373_1_138	21373_1_153	21373_1_177	21373_1_178	21373_1_181	21373_1_188	21373_1_192	21373_1_195	21373_1_207	21373_1_208	21373_1_234	21373_1_275	21373_1_276	21373_1_295	21373_1_334	21373_1_341	21373_1_360	21373_1_365
ENSMUSG00000026718	0	0	1.01	0	0	0	0	0	347.031	272.02	0	0	0	11.5841	12.02	0	0	38.03	0	0	1.01	0	0	1.01	521.03	61.04	0	0	0	0
ENSMUSG00000067156	1.01	0	3.0201	1.05111	3.01	0	1.01	0	3.15679	3.55744	0	4.0219	2.01	0	2.01	0	4.01708	1.01106	1.01223	0	1.01267	0	1.01	3.01079	1.88389	0	0	0	0	1.01
ENSMUSG00000082173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079104	0	32.0235	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	6.83161	0	0	1.05179	0	1.01	0	0	3.59753	50.9494	0
ENSMUSG00000029836	13.0653	149.442	362.059	6.06123	32.0806	131.429	61.01	30.01	686.108	313.934	12.0161	759.385	506.768	60.2891	82.0366	649.276	1193.04	13.0268	134.019	93.9154	15.01	20.0444	933.486	266.241	554.251	0	1420.53	82.1221	195.568	175.416
ENSMUSG00000043251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01292	0	0	0	0	0	0	0
ENSMUSG00000043421	0	0	0	58.0649	4.99166	0	26.01	0	482.01	173.149	579.201	0	390.184	57.2347	699.806	47.01	0	41.01	0	0	0	1.01	218.585	0	134.01	132.01	0	30.2281	40.01	0
ENSMUSG00000054770	4.01	0	0	0	0	0	0	1.01	0	0	0	105.01	0	0	0	0	0	0	0	11.0186	0	0	0	22.01	0	0	0	0	0	0
ENSMUSG00000021010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	1.01	1.01	0	0
ENSMUSG00000104250	0	9.51	0	0	0	0	0	0	6.42376	0	0	73.51	0	0	105.536	64.01	420.172	7.01	0	2.51	0	20.52	183.01	0	0	0	0	1.51	0	13.01
ENSMUSG00000036091	0	0	10.7363	3.97306	1.35853	0	8.01	0	0	0	1.20969	0	1.67281	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0
ENSMUSG00000107283	7.10063	5.94446	78.4549	43.7697	164.758	0	0	0	278.537	227.907	6.82032	135.565	16.9617	16.7275	182.837	82.0854	2.01324	0	0	0	0	4.24294	343.828	14.0184	1.02815	0	5.8128	2.01	60.1393	0
ENSMUSG00000038374	39.02	61.7742	170.986	76.1647	82.0455	42.01	50.02	26.02	233.666	524.639	224.933	97.7312	0	5.26836	0	237.279	1.01	1.01	0	20.4015	32.8966	13.01	110.744	236.788	265.01	43.0098	394.559	37.5649	101.771	13.01
ENSMUSG00000090460	0	0	0	0	0	0	0	0	0	1.02406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003227	0	0	0	0	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039234	0	61.02	0	1.01	0	97.03	69.0982	0	0	599.01	0	298.291	0	0	0	200.01	0	0	0	15.03	59.02	63.8662	0	0	28.01	0	0	91.1106	94.02	35.02
ENSMUSG00000104695	0	0	0	0	0	0	0	0	0	0	0	1.01032	0	0	0	0	0	0	1.01	0	0	1.01	0	0	0	0	0	0	0	0
ENSMUSG00000031513	10.01	12.01	0	39.01	37.01	3.01	20.01	20.0572	89.0148	199.143	91.01	534.213	0	52.01	136.402	80.033	0	102.062	913.932	83.01	0	0	118.01	198.093	1.01622	13.01	88.1319	1.01	60.01	44.01
ENSMUSG00000047562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00085	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
ENSMUSG00000031487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084205	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085893	0	0	0	0	0	1.04031	0	0	6.35391	2.09197	0	0	1.03273	0	0	0	0	0	0	0	0	0	0	6.40259	0	0	0	2.08729	0	0
ENSMUSG00000052334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033047	44.01	101.01	0	0	0	1.01	58.4384	5.14481	2.01	302.468	342.085	2.0106	0	40.01	1.01	257.01	909.823	1.01	0	0	78.01	41.01	0	293.191	0	2.02622	10.9581	63.01	0	31.01
ENSMUSG00000024246	0	0	0	0	0	0	0	1.01	0	83.01	0	107.947	0	0	0	4.01142	0	0	0	1.01	0	0	266.863	0	1.01	0	0	0	0	1.01
ENSMUSG00000026837	0	65.0372	0	36.01	71.8016	34.01	67.02	81.0366	0	236.01	0	215.02	0	77.043	1.01	205.02	0	8.03786	1332.43	185.02	22.0275	52.0436	0	4.01	8.01	45.02	1.01	69.9748	26.01	20.01
ENSMUSG00000068040	11.02	29.03	1.01	203.02	13.02	42.02	2.01	0	401.01	1.01	105.02	156.02	0	0	294.02	42.02	1.01	0	1.01	2.01	56.02	15.02	197.02	152.051	2.01	66.03	1.01	37.02	0	0
ENSMUSG00000052675	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000022248	5.35839	3.01	92.1146	24.0065	0	0	19.01	0	1.01	0	47.5649	27.4413	50.0334	21.01	0	6.02	0	9.28216	0	10.6352	0	0	0	86.9929	0	18.9698	0	4.52311	0	0
ENSMUSG00000101645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009293	0	35.01	1.01	0	50.01	17.01	85.01	1.01	50.0144	571.01	0	25.01	0	0	0	49.01	0	0	0	3.01	19.01	0	1.01	183.01	31.01	69.01	0	23.01	112.01	0
ENSMUSG00000074268	0	0	0	0	0	0	0	0	0	0	2.54272	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095101	42.453	0	655.455	27.7814	0	0	0	0	0	0	25.1524	0	148.071	21.9328	0	0.51	0	0	0	0	0	0	225.2	104.419	0	0	0	0	2.01	0
ENSMUSG00000036634	0	0	13.6441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023110	51.1754	0	10.0165	0	48.01	0	0	0	0	6.02	0	2.01022	1.01	58.01	0	184.01	458.555	0	0	0	0	13.01	1.01011	0	0	0	0	1.01	1.01	0
ENSMUSG00000025260	1.01	2.01743	0	2.01	52.01	48.1451	20.01	35.0383	49.0111	431.445	0	341.644	0	29.01	0	416.85	506.01	0	224.236	28.01	34.01	24.01	109.02	379.258	0	1.01	1.01	80.01	66.01	40.01
ENSMUSG00000079386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078922	1194.65	1002.93	10.01	0	158.908	1.54555	2414.08	809.232	4903.67	219.479	1228.58	14375.8	0	1279.98	2007.94	87.2018	11425.3	115.695	12491.3	280.422	96.9929	769.279	463.652	2327.7	2141.58	46.01	0	115.703	2758.97	187.643
ENSMUSG00000030008	15.01	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	12.01	0	0	0	0	0	4.01	4.01	0
ENSMUSG00000081773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021285	0	0	0	3.01	0	0	0	0	0	0	0	3.01069	0	0	3.01065	0	0	0	0	48.01	0	0	0	0	0	0	0	0	1.01	0
ENSMUSG00000071041	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38291	1.01	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049537	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067925	0	0	0	0	3.83649	0	0	0	8.32229	10.01	0	2.01	0	0	1.01	43.5644	105.104	0	0	0	11.1333	0	14.6694	0	0	0	0	4.93159	0	14.0713
ENSMUSG00000081670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040097	0	0	0	0	0	0	0	0	0	32.01	1.01	23.01	0	0	0	37.01	0	1.01	0	0	0	0	0	80.0511	0	0	1.01	0	9.01	0
ENSMUSG00000057614	13.6843	8.01	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	1.01	0	0	0	29.01	0
ENSMUSG00000089999	0	0	0	0	0	0	0	0	0	1.04291	1.04992	0	0	0	0	0	1.03356	0	0	0	0	0	0	1.04613	0	0	0	0	0	0
ENSMUSG00000024065	0	0	0	0	0	0	48.01	0	3.01086	211.766	0	464.761	0	0	0	22.0133	0	0	0	0	0	0	4.01	0	0	0	0	0	0	1.01
ERCC-00130	624.711	725.761	12921.1	2614.39	1451.91	872.34	943.046	1643.31	12677.6	4429.61	5098.62	3714.61	10060.5	689.177	11227.6	1912.58	17321.8	11129.6	1980.89	571.292	1501.67	501.513	6819.44	3873.3	17356.7	1117.35	12066.5	373.669	1607.01	1142.21
ENSMUSG00000022245	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032740	39.9129	32.01	0	7.02	97.02	67.0223	0	0	1.01	257.042	20.0209	133.01	0	56.01	40.0205	27.01	0	1.01	0	0	0	17.02	0	135.03	0	129.113	0	8.02	16.01	1.01
ENSMUSG00000030771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00099	2.01311	0	8.22594	6.35729	3.88645	0	1.01	1.03035	3.38873	0	6.12527	5.22186	5.0107	0	8.26452	1.01571	775.755	8.21341	1.03747	0	1.01084	0	2.2563	5.54022	4.98044	2.07967	5.38628	2.01807	2.4524	0
ENSMUSG00000046794	0	0	0	0	0	0	0	0	0	0	0	95.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024560	0	0	0	0	0	14.01	16.01	35.01	0	0	0	0	0	0	0	0	0	0	0	0	0	28.01	0	0	0	0	0	12.01	0	10.0207
ENSMUSG00000106819	7.56667	1.07668	104.553	125.342	68.9583	12.5662	7.29389	0	52.6728	19.3333	68.8087	199.656	104.765	20.723	41.0862	14.5044	0	99.7564	37.4127	35.879	0	15.7558	1.01	55.9244	0	6.76964	52.0149	13.5818	25.695	13.2539
ENSMUSG00000002205	4.5543	0	3.01123	0	0	0	26.01	0	0	6.02	99.5393	4.68943	7.01	24.01	0	114.566	0	0	0	0	26.01	1.01	0	2.02939	0	0	1.01	24.0369	0	44.01
ENSMUSG00000026585	12.01	7.01	0	0	0	0	0	0	0	131.01	0	243.48	0	16.01	0	16.01	881.01	0	1.01	5.01	31.01	0	0	0	34.01	0	55.1921	15.01	0	0
ENSMUSG00000041660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021374	19.02	0	81.9782	5.01	0	0	29.01	0	181.01	0	30.01	4.01	0	18.01	0	0	0	0	0	0	0	51.02	269.02	589.853	87.01	37.02	0	0	16.01	2.01
ENSMUSG00000038736	0	1.01	0	168.01	0	0	0	0	0	1.01	40.37	7.12514	109.836	1.01	0	73.6702	0	1.01	70.1075	4.01	1.05934	0	363.002	232.409	1.16369	0	1.01	0	0	18.3275
ENSMUSG00000058587	518.751	238.368	826.549	972.886	85.7199	257.01	118.01	8.01	159.12	379.63	1879.97	157.771	605.574	149.01	56.6104	135.274	1.0105	14.0184	192.069	155.991	24.01	15.1286	1737.95	732.422	8.01	1.01	1.01323	46.01	32.01	79.01
ENSMUSG00000020573	0	0	0	13.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057561	271.02	167.152	303.071	18.02	253.133	118.094	346.591	133.02	231.092	440.145	1810.93	999.138	0	315.631	133.01	738.014	25.01	54.0486	2274.19	174.02	133.188	95.033	596.048	759.013	1807.96	356.014	0	122.126	129.23	65.02
ENSMUSG00000054379	0	5.01	0	0	18.01	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	12.8628	0	3.01	0	0	0	0
ENSMUSG00000051190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027509	34.01	32.02	0	47.01	0	94.4081	0	0	0	221.02	42.01	0	0	15.0408	0	106.01	1.01	1.01	0	0	153.372	10.01	0	6.72492	5.01	78.01	0	0	166.896	34.01
ENSMUSG00000085226	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	9.01
ENSMUSG00000032870	0	0	0	0	0	16.0438	0	25.02	0	0	0	100.051	0	16.01	55.0386	0	0	0	0	0	53.01	9.01	0	0	0	0	0	0	0	0
ENSMUSG00000084170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030432	40.2649	25.1589	45.0892	12.8145	33.5075	48.117	25.4793	26.7693	92.2028	131.701	7.02529	167.697	52.2942	22.02	101.817	97.4686	434.398	40.02	3.01	28.542	46.7513	71.212	202.57	585.068	148.21	59.5441	299.47	12.6441	12.6692	45.1425
ENSMUSG00000055884	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.021	0	0	0	2.01	0	0	0	0	0	0	0	17.01
ENSMUSG00000038302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	43.02	0
ENSMUSG00000006050	0	76.9659	470.347	3.69683	232.846	82.03	91.0078	0	1183.47	173.371	0	154.237	277.891	25.0777	0	400.27	1598.62	4.57926	2.01	125.018	92.5412	46.03	600.087	241.096	12.0281	6.01	586.589	68.935	12.01	38.02
ENSMUSG00000105359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000013236	0	3.01	1.01	0	0	6.04776	0	4.01	0	0	1.01	201.01	0	19.01	0	0	0	0	314.01	17.01	0	1.01	0	0	0	0	0	9.01	123.01	0
ENSMUSG00000038520	0	0	0	0	4.01	2.01	0	0	0	7.02	13.0123	0	0	15.02	0	0	2.02	0	0	23.03	0	1.01	0	1.01262	0	0	0	12.01	0	0
ENSMUSG00000045689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026842	0	0	0	7.38397	164.01	0	63.01	1.01	1.01	205.008	0	1.01	1.02194	48.0356	44.3	0	2.01	0	47.01	7.01	0	11.02	2.01	81.8368	1.01	0	8.49419	0	9.01	0
ENSMUSG00000079323	0	0	0	13.3149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0
ENSMUSG00000046873	1.0113	1.01	5.03564	9.09023	2.51112	93.02	0	0	0	0	0	3.30464	0	1.01	3.54713	2.93081	0	0	0	2.01652	0	1.01431	1.02291	184.455	1.12481	2.57814	26.134	25.01	1.09076	0
ENSMUSG00000021953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029465	23.01	0	1.01	1.03965	0	4.01	0	105.282	335.01	80.01	0	123.451	3.01	0	0	100.01	1372.95	5.01	0	0	37.02	19.02	133.112	153.01	0	0	0	25.01	0	28.01
ENSMUSG00000053916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.7278	0
ENSMUSG00000106723	0	0	0	0	0	0	0	0	0	0	0	0	1.51	0	0	0	0	2.51	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004151	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025159	0	0	2.01	15.9532	3.01	44.02	2.01	1.01	0	1.01	15.4439	92.01	0	7.02	0	7.01	0	0	0	0	0	1.01	0	0	0	0	0	13.0464	0	0
ENSMUSG00000079988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074639	0	0	0	3.77557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039007	0	0	0	0	0	0	77.01	4.01	0	68.01	0	67.01	0	0	0	0	1.01	0	1300.01	0	0	0	0	0	0	0	3.01	0	0	0
ENSMUSG00000006589	0	40.01	1.01	0	138.975	0	1.01	31.01	155.394	55.1782	0	400.2	0	46.6659	1.01	238.053	1295.78	12.01	183.702	94.2568	29.8637	33.01	311.796	0	397.475	89.3834	12.3266	13.01	0	43.1638
ENSMUSG00000069300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030060	0	0	0	0	62.01	0	0	0	0	0	0	19.01	0	1.01	0	0	0	0	0	0	0	0	0	0	1.01	0	54.01	30.03	0	2.01
ENSMUSG00000019359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031214	1.01	0	4.12539	2.06062	1.01	2.01	2.01	76.01	0	172.01	4.01803	151.01	4.09253	0	0	0	0	0	0	0	0	14.02	0	2.01	0	1.01	0	0	7.01	0
ENSMUSG00000025925	0	62.2168	332.848	0	0	2.01	7.01	0	54.01	0	27.7078	0	0	0	83.5727	2.01	0	2.01	0	20.01	0	38.01	55.02	185.431	0	7.30668	0	24.02	0	0
ENSMUSG00000021209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032034	0	0	0	1.01118	5.75336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078154	0	0	0	0	0	0	0	0	0	130.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083877	0	0	0	0	0	0	0	0	0	0	0	3.24956	67.2054	0	0	0	0	0	0	0	0	0	0	0	0	10.01	1.01	0	0	0
ENSMUSG00000022141	0	0	1.01	0	1.01	142.703	41.0237	0	170.095	28.012	85.01	0	0	0	54.017	46.01	1.01	0	0	76.0557	0	1.01	4.01	382.01	1.01	0	0	41.01	104.01	3.01
ENSMUSG00000052852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024713	0	0	0	0	0	0	2.01	0	0	0	0	1.01	0	0	0	0	0	0	0	0	73.01	0	0	0	0	2.01	0	0	0	0
ENSMUSG00000078490	0	5.53225	463.717	1.01497	1.01326	0	0	0	0	0	0	9.95476	19.0497	1.01	0	0	0	0	0	0	0	26.01	117.02	0	0	0	1.01	2.23183	46.01	0
ENSMUSG00000059645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092592	0	0	0	2.02403	0	0	0	0	0	0	0	1.02788	0	0	19.6952	4.31996	3.01677	25.2548	0	0	0	0	0	1.01441	0	0	0	0	0	0
ENSMUSG00000022218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.0134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000000902	25.2821	30.01	2.85522	1.32203	132.371	1.21524	28.01	0	0	2.01	2.21837	500.231	2.51732	0	9.47087	187.02	2.01409	6.01	1.01	0	64.01	34.02	769.354	27.4664	0	63.02	0	38.4107	128.01	74.01
ENSMUSG00000041842	0	0	0	0	0	0	0	0	0	0	0	117.02	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0
ENSMUSG00000024338	134.02	227.918	167.01	71.03	165.118	164.02	470.341	201.02	2493.24	2902.07	183.02	2212.86	638.71	111.015	519.903	665.772	2073.83	12.01	994.718	457.02	271.65	60.0323	1408.26	1620.67	634.145	2.35942	196.02	179.406	382.02	467.029
ENSMUSG00000097394	0	28.2184	0	31.01	24.01	0	8.01	44.01	0	226.616	0	138.852	0	5.01	0	182.01	1.01	0	0	22.01	28.01	0	0	0	0	0	0	24.01	51.01	14.01
ENSMUSG00000056608	5.01	0	0	0	0	109.01	0	0	331.01	241.721	0	117.013	0	0	0	101.01	0	45.01	75.3937	9.01	0	70.01	228.01	208.01	0	27.01	0	36.0111	1.01199	0
ENSMUSG00000006675	0	1.01	0	0	3.01	0	0	0	0	0	6.27966	0	0	0	0	1.01	0	0	2.01	17.02	0	0	0	0	0	0	0	0	2.03426	0
ENSMUSG00000022526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01	0	0	0	0	0	0	0	0
ENSMUSG00000041720	33.075	11.01	0	0	140.05	9.62761	0	0	1.01	0	0	0	1.01	0	0	138.098	0	0	0	1.01	27.01	3.02	0	22.0206	0	0	479.973	11.02	0	0
ENSMUSG00000026018	0	3.19471	0	22.4554	0	0	0	0	0	0	0	0	1.13537	0	0	0	0	0	0	3.53272	0	0	0	0	0	0	0	0	6.37959	0
ENSMUSG00000034930	0	0	0	0	0	0	0	0	0	0	0	1.01	0	72.0515	0	7.2986	0	0	0	0	0	0	0	3.02607	0	0	0	0	89.4271	0
ENSMUSG00000048874	4.02045	4.01	33.486	0	1.01	2.01	0	9.01	553.099	0	294.024	168.081	0	24.02	0	2.01416	3.01	0	0	0	0	10.1083	0	0	1.01	0	3.02	14.01	0	0
ENSMUSG00000022912	21.01	90.01	0	1.01	0	0	12.01	140.439	8.01	553.214	0	208.01	3.01	11.01	0	147.01	1.01	0	90.4132	19.02	166.01	0	0	0	2.01	39.1817	1.01	86.1535	22.01	3.01
ENSMUSG00000086473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000019278	1.01	0	0	0	107.01	0	37.0486	2.01	736.036	178.01	3.01	1.01	1.01	53.3913	0	12.0131	0	0	1.01	135.234	29.0394	0	1.01	0	0	0	3.01	29.01	0	98.01
ENSMUSG00000060301	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	396.164	59.0158	0	0	0	0	0	0	0	20.01	59.01	1.01
ENSMUSG00000034807	1.01	6.01	0	1.01	0	84.4897	0	0	0	0	0	467.043	0	26.01	0	50.0189	0	0	0	43.01	1.01	31.01	34.01	1.01	1.01	0	0	23.01	0	33.01
ENSMUSG00000002265	0	0	1.01	0	0	66.01	0	0	0	1.01	0	0	0	0	1.01	0	0	0	1.01	0	1.01	0	0	4.01	0	0	0	0	0	4.01
ENSMUSG00000024924	0	22.01	0	0	6.01	0	0	0	0	0	0	0	0	22.01	0	95.03	0	0	0	14.01	0	0	0	0	0	0	0	113.03	0	0
ENSMUSG00000021676	0	0	0	0	0	0	174.195	1.01	0	0	0	0	0	16.9401	0	0	0	0	0	16.01	54.01	0	0	0	0	0	0	0	111.01	0
ENSMUSG00000033960	0	0	0	0	0	0	121.01	72.01	0	36.0134	1.01	1.01	1.01	10.01	0	137.01	0	0	0	0	1.01	0	220.01	0	0	0	85.0491	0	0	17.01
ENSMUSG00000060572	0	29.01	1.01	0	0	110.01	151.01	106.493	3.01	1.01	1.01	510.942	1.01	0	0	9.02908	0	2.01	1518.43	127.01	193.01	1.01	1.01	0	3.01014	0	5.01	85.4195	20.01	227.02
ENSMUSG00000067341	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
