gene	21373_3_7	21373_3_8	21373_3_21	21373_3_31	21373_3_32	21373_3_50	21373_3_63	21373_3_64	21373_3_99	21373_3_113	21373_3_124	21373_3_131	21373_3_137	21373_3_138	21373_3_154	21373_3_158	21373_3_163	21373_3_167	21373_3_178	21373_3_188	21373_3_191	21373_3_192	21373_3_195	21373_3_208	21373_3_210	21373_3_219	21373_3_231	21373_3_233	21373_3_252	21373_3_275	21373_3_276	21373_3_295	21373_3_302	21373_3_310	21373_3_319	21373_3_326	21373_3_333	21373_3_341	21373_3_342	21373_3_360
ENSRNOG00000002423	114.01	61.01	192.01	80.01	80.01	52.01	0	0	0	0	0	61.1065	0	0	0	173.01	575.01	0	20.01	43.01	0	0	0	222.01	125.01	0	132.01	1.01	0	76.01	6.01	0	108.01	0	0	0	0	0	0	0
ENSRNOG00000061373	0	3.01	307.01	615.066	158.01	0	228.01	125.418	41.01	1.01	12.01	0	0	0	247.01	0	1.01	129.963	137.554	12.01	526.946	0	1.01	2.01	787.01	0	755.421	2.01	51.3478	289.64	0	1645.09	32.01	148.01	898.909	76.01	2.01	1.01	0	522.01
ENSRNOG00000048028	0	0	11.8282	0	7.71528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.1859	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000000701	131.01	120.01	409.01	146	36.01	233.626	379.99	110.01	106.01	4.01	58.01	626.694	402.772	69.01	280.728	75.01	654.574	0	43.01	52.01	202.01	8.01	1.01	213.49	134.01	150.572	114.01	0	756.361	69.6702	29.01	159.226	142.295	0	0	1.01	210.01	1002.59	244.01	193.466
ENSRNOG00000054022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053468	505.567	84.01	1245.68	692.141	313.842	189.256	2410.15	347.627	3292.04	225.764	1060.12	257.148	248.453	69.5448	653.841	1021.53	4813.64	319.074	1151.49	945.702	1407.93	5.01	4721.26	2636.26	242.065	403.671	2349.51	231.408	465.232	3695.31	325.704	1558.13	382.872	146.811	623.948	248.939	374.112	796.219	1002.1	3953.48
ENSRNOG00000053560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000034102	0	0	0	0	46.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000006369	129.01	0	0	207.01	54.01	0	24.01	77.0923	93.01	0	0	117.092	0	0	0	134.01	471.007	0	14.01	1.01	0	0	0	120.01	0	0	0	146.01	0	1.01	18.01	349.01	0	74.01	0	0	0	0	0	0
ENSRNOG00000010553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021044	184.01	87.01	0	282.01	31.01	1.01	138.01	0	199.01	5.01	39.01	59.01	3.01	2.01	264.01	25.01	125.506	0	5.01	22.01	60.3619	0	0	121.01	1.01	2.01	172.01	0	16.01	38.9825	0	610.194	1.01	23.01	0	0	221.01	2.01184	27.0246	376.322
ENSRNOG00000049471	0	1.01	2.01	0	0	99.01	123.01	0	352.01	8.01	17.01	265.043	1.01	13.01	1.01	94.01	402.01	7.93311	0	0	7.69046	6.02321	276.01	0	174.01	276.643	236.765	1.01042	742.01	201.373	82.1428	2.01	0	16.01	0	1.01	1.02377	682.192	211.01	0
ENSRNOG00000026857	0	0	0	0	0	148.01	0	0	62.01	0	0	0	0	0	0	88.01	0	0	0	0	0	0	0	0	0	0	299.01	0	293.01	0	0	267.01	0	52.01	0	0	0	0	0	0
ENSRNOG00000010218	427.024	346.01	661.552	1856.41	83.0246	240.01	611.15	1006.99	1066.2	428.997	279.4	357.193	442.01	630.01	1063.01	1094.5	3709.66	399.01	193.01	308.918	1199.75	1.01	2070.29	725.743	1440.43	1837.01	61.01	20.0932	602.075	1274.82	486.037	1966.35	764.294	313.557	306.609	362.369	775.783	669.421	301.01	718.01
ENSRNOG00000011952	41.01	0	313.984	149.01	24.01	0	476.01	48.01	421.01	1.01	0	193.01	0	0	148.01	287.01	308.01	0	57.01	93.3031	1.01	0	395.01	255.01	0	186.01	0	0	378.01	430.01	89.01	5.01	249.01	32.01	1.01	40.01	0	583.01	535.01	813.01
ENSRNOG00000024073	0	0	0	0	0	83.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000036667	0	0	0	0	2.01	0	305.2	50.01	87.01	0	0	117.01	0	0	8.01	0	0	0	0	0	0	0	0	0	15.5646	0	0	0	0	67.314	50.01	6.39865	0	0	26.2133	20.01	61.01	0	0	0
ENSRNOG00000007548	7.65209	178.865	2.06357	322.488	19.4793	22.0416	3.05553	261.321	176.069	680.345	24.9469	246.15	320.35	11.2781	409.132	312.53	573.908	9.62489	64.8244	24.9833	14.6312	1.07708	29.7347	224.856	7.40654	5.00465	0	49.1874	0	1.02561	1.02314	604.81	170.484	9.62655	340.973	51.2676	5.53863	1.12218	28.3984	0
ENSRNOG00000021892	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051615	271.563	54.01	430.028	248.01	359.01	3.01	200.01	41.01	815.624	1.01094	415.986	226.01	2.01	26.3366	266.539	1412.68	1264.64	1.0108	331.01	494.672	1040.62	4.01	5089.19	1218.01	321.01	252.577	399.246	218.398	113.181	855.327	309.644	298.01	1.01	44.01	177.206	95.01	148.702	3129.21	253.498	1652.49
ENSRNOG00000034198	472.01	97.01	473.01	54.01	54.01	146.01	252.01	100.01	594.321	1.01032	169.01	102.463	199.01	35.01	261.601	96.01	637.01	0	8.01	58.3456	216.01	127.01	278.01	139.01	252.378	285.01	201.815	1.01	497.641	347.01	88.01	268.01	260.01	28.01	51.01	72.4132	260.01	604.01	163.01	272.518
ENSRNOG00000002407	0	0	155.373	0	28.727	0	1.01	76.1945	26.2149	0	3.01	133.313	171.306	3.01	1.01	0	3.32564	0	2.02129	3.01	376.034	0	9.01	1.01093	155.526	41.0302	2.01	21.0521	17.2072	11.4397	0	23.0615	10.01	0	285.401	1.01	0	3.08662	1.01378	129.889
ENSRNOG00000053428	75.02	0	0	56.9935	15.02	19.02	221.982	0	138.681	0	0	312.02	0	1.01	0	0	1.01	0	41.02	27.01	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0	111.856	120.02	0	602.234	48.0971	0
ENSRNOG00000001958	49.1224	74.1476	274.01	83.01	75.01	58.7326	118.01	184.01	289.002	9.30046	0	2.01	141.031	30.2616	164.31	82.3622	375.361	10.829	1.14764	0	1.03466	0	0	180.137	1.23063	41.8287	239.762	0	440.01	132.01	79.7151	1027.97	146.01	38.01	2.30257	8.01	2.05002	490.122	62.1538	105.01
ENSRNOG00000032948	38.01	40.01	0	0	0	66.01	228.979	0	39.01	0	51.01	0	0	0	0	0	0	386.071	18.01	0	0	0	0	0	0	0	0	0	0	1.01	0	280.01	33.01	0	0	0	0	0	39.01	0
ENSRNOG00000003384	0	0	0	23.01	0	0	0	0	0	300.01	0	0	64.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022807	4.01	4.01	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015583	0	0	0	0	0	0	0	0	328.01	0	100.01	206.01	0	0	0	0	0	25.0366	0	0	0	2.01	1.01	41.01	0	198.01	0	0	15.01	0	0	1.01178	0	66.01	1.01	6.30481	0	0	78.01	0
ENSRNOG00000034120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010219	0	0	18.01	0	0	224.01	42.01	0	0	23.01	0	0	0	23.01	0	1.01	0	0	0	12.01	1.01	0	0	14.01	0	0	0	0	17.01	3.01971	0	0	16.01	0	0	0	0	0	0	0
ENSRNOG00000016109	0	0	0	0	0	0	0	100.01	0	0	20.01	0	56.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.403	0	0	0	0	0	0	0	0
ENSRNOG00000013474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016152	78.5858	294.01	21.01	27.01	40.01	0	24.1909	95.01	227.01	141.01	93.01	144.01	447.013	76.01	126.01	0	283.852	141.01	56.01	54.01	630.018	127.01	126.103	584.41	179.01	0	0	0	160.01	468.01	32.01	298.01	143.01	27.01	232.108	0	125.102	201.083	30.01	366.01
ENSRNOG00000056654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013820	0	6.12932	3.53746	0	0	13.9153	0	0	0	7.25569	3.01317	5.19013	20.8464	0	8.0962	0	1.01	37.7331	0	0	36.487	13.2369	0	2.6395	2.52029	33.81	2.23816	0	0	15.0829	1.01	0	0	0	0	2.01	11.7707	0	0	0
ENSRNOG00000016553	0	2.03491	0	0	0	6.03381	0	0	1.03046	6.12797	0	0	0	3.01	1.02006	1.21641	0	13.6646	0	0	0	0	0	1.0179	1.01002	2.63196	0	3.47624	0	0	0	0	0	0	0	0	0	1.30354	1.01169	0
ENSRNOG00000019618	0	41.02	0	0	50.02	0	0	35.02	296.27	8.01	54.02	85.01	136.02	34.01	161.01	30.02	0	0	0	0	195.38	0	256.02	0	0	3.01	1.01	4.01	233.02	181.01	0	0	298.02	53.02	0	0	1.01	0	142.02	0
ENSRNOG00000017593	138.01	0	0	0	0	0	0	87.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.01	0
ENSRNOG00000033747	332.01	1060	706.01	137.01	110.96	748.39	1049.71	182.589	844.365	686.333	21.01	318.01	1687.67	144.01	797.01	888.673	2.01	971.996	109.01	73.01	287.01	168.99	0	223.962	0	1483.21	1259.06	0	922.037	220.01	149.01	217.01	2157.86	331.004	844.389	69.01	850.526	2700.71	2.01	1336.68
ENSRNOG00000015863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21312	3.87938	3.30828	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0
ENSRNOG00000014448	71.01	457.01	0	213.01	120.01	30.01	121.01	0	518.01	114.01	70.01	208.01	185.01	125.01	1.01	317.01	0	802.01	36.01	28.01	47.01	6.01	0	513.533	46.01	443.01	0	0	52.01	192.01	54.01	57.01	513.01	111.01	207.01	10.0824	0	0	62.01	73.01
ENSRNOG00000058739	36.01	0	0	0	0	3.09363	0	0	0	0	0	0	199.01	41.6674	0	163.176	0	23.6653	0	39.01	0	0	0	0	252.699	0	0	0	19.5654	148.01	0	0	0	1.01	33.0361	57.981	0	0	0	79.01
ENSRNOG00000010941	88.02	0	0	0	12.01	0	0	173.01	0	1.01	0	0	0	553.781	354.02	313.01	1.01	0	0	0	89.01	0	0	0	378.01	555.407	819.342	0	813.01	264.02	1.01	0	0	0	33.01	0	0	0	83.01	136.02
ENSRNOG00000007597	0	0	0	0	0	0	246.04	0	0	0	0	0	0	0	0	164.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001178	48.01	2.01	0	68.01	2.01482	0	53.01	0	0	0	19.01	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01005	0	0	0	0	0	0	0	0	0	18.01	16.01
ENSRNOG00000029939	112.01	29.01	91.01	19.01	113.321	9.01	285.168	154.01	97.01	0	75.01	192.01	108.037	74.01	14.01	231.01	414.01	1.01	18.01	60.01	3.01	6.01	0	86.01	84.01	156.01	142.122	0	41.01	145.01	0	568.01	1.01	33.01	0	5.01	70.01	0	8.01	126.01
ENSRNOG00000025394	44.01	102.01	0	0	43.01	44.01	0	0	98.01	0	0	0	43.01	0	0	0	0	0	0	11.01	0	27.01	0	0	205.01	68.4447	262.595	0	128.01	3.01	12.01	0	0	0	0	0	10.01	0	70.01	88.8667
ENSRNOG00000033520	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000039017	78.6878	98.02	704.69	453.137	68.6091	197.978	385.504	352.092	258.03	79.6394	42.03	230.03	159.317	43.6804	171.737	147.098	1242.92	201.02	166.925	74.2392	162.392	42.02	361.042	164.079	201.312	188.147	25.01	277.965	370.087	582.958	221.93	760.145	127.95	144.049	129.043	90.041	0	178.111	35.0493	338.366
ENSRNOG00000055111	2.01	1.01	809.01	150.01	0	20.01	19.01	141.01	307.329	2.01	500.695	0	3.01	1.01	597.01	611.01	2863.47	0	466.965	150.01	0	1.01	2827.41	186.01	101.01	0	372.793	300.911	1.01	547.418	162.01	736.413	0	45.01	2.01	0	3.01018	974.429	0	2293.01
ENSRNOG00000010882	69.01	152.01	132.01	189.01	58.4448	0	28.8573	184.01	1.01	134.01	0	98.01	224.243	0	319.01	0	23.01	0	24.01	15.01	0	0	39.0353	64.01	2.01	656.305	0	0	0	0	0	416.152	0	22.01	304.01	0	312.01	489.01	5.01	0
ENSRNOG00000059756	0	7.1962	0	1.49836	0	0	0	1.67496	0	0	0	0	0	0	0	0	0	0	1.3126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007671	0	167.01	590.874	320.01	110.01	128.01	142.108	101.01	107.01	0	98.01	59.01	242.986	84.3189	279.01	443.495	45.01	1.01	41.01	95.01	0	1.01	375.322	183.01	233.406	123.01	210.01	0	302.01	335.01	1.01	3.01	107.01	55.01	16.0314	1.01	282.01	600.01	281.01	653.01
ENSRNOG00000033415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012762	90.1215	0	0	0	12.01	0	0	13.01	78.01	14.01	1.01	74.0761	0	0	56.01	82.01	66.1173	0	16.01	0	3.0165	0	0	0	44.01	0	0	0	1.01	38.01	0	263.01	0	36.1773	369.01	0	0	0	152.01	322.293
ENSRNOG00000016818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012436	1.01384	0	0	2.02103	1.01718	0	6.05216	0	1.01283	0	2.02377	4.08949	23.5406	0	0	0	2.11898	0	1.01783	0	1.02763	0	0	3.02465	0	1.02308	14.2344	3.14508	0	0	0	0	8.0525	0	12.4587	0	17.8277	1.01722	7.04503	0
ENSRNOG00000009609	41.8791	0	0	49.0978	0	0	22.8789	0	29.2782	178.001	0	0	3.9063	17.3144	37.2892	0	0	0	2.9216	16.8915	0	0	0	38.8784	122.593	60.3716	0	0	126.778	169.084	0	182.569	0	0	0	27.0229	0	0	31.0872	41.0186
ENSRNOG00000010918	0	6.82858	0	0	38.01	9.01	91.01	0	0	0	0	1.01	0	6.01	0	0	0	0	0	9.01	3.01	0	0	2.09224	46.01	1.01247	0	0	4.01	54.01	0	0	0	0	8.01	33.8994	1.01	0	50.01	0
ENSRNOG00000025185	0	0	0	59.01	0	0	13.01	21.01	354.01	0	0	32.01	0	35.01	2.01	0	0	0	0	0	0	0	0	47.01	0	0	0	0	0	233.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015851	0	0	58.5162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000007899	16.01	0	0	104.909	17.01	60.01	194.01	41.01	57.2646	0	34.6932	98.9572	125.01	34.2338	250.74	39.01	0	0	12.01	33.01	0	0	0	46.1613	79.01	0	194.01	0	99.01	0	31.7259	603.299	373.046	11.01	0	31.01	0	0	1.01	0
ENSRNOG00000015117	0	0	0	0	0	0	0	0	0	0	9.23201	0	0	1.1797	0	3.3125	64.9122	0	0	0	0	0	0	0	0	0	2.15086	103.714	0	1.11715	0	2.13486	0	1.01	15.8797	0	0	0	0	0
ENSRNOG00000003267	0	0	0	0	66.01	0	0	93.01	81.01	0	43.01	108.158	221.01	0	0	92.01	0	146.586	6.01	0	0	0	252.01	0	20.01	0	0	0	204.01	88.1002	0	0	0	0	211.155	55.01	0	0	148.01	91.01
ENSRNOG00000021678	383.762	97.01	250.01	433.654	103.171	0	173.01	38.01	116.189	0	126.01	55.01	157.01	22.01	141.01	189.01	0	0	41.01	19.01	0	0	0	10.01	556.496	213.811	1.01	0	0	62.01	63.01	0	0	42.01	421.059	133.01	0	0	71.01	0
ENSRNOG00000016708	0	0	44.01	0	1.01	0	0	0	0	0	7.01	0	0	0	0	0	0	0	0	0	0	0	0	1.01101	0	0	239.124	0	0	3.14708	0	0	0	0	0	1.01	0	0	0	0
ERCC-00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000005765	0	59.01	0	69.01	27.01	0	0	0	61.01	5.01	20.01	104.29	101.244	0	0	0	0	0	17.01	22.01	0	0	0	36.01	51.01	0	0	0	163.01	0	62.01	0	163.01	0	0	0	0	1.01	0	102.01
ENSRNOG00000061945	29.0655	3.14816	11.3467	9.15246	11.4172	11.2226	33.8163	6.21701	19.7975	4.19344	19.4138	29.4545	1.01	0	28.1495	10.772	19.2044	2.02391	2.04015	4.11781	3.1405	0	37.6976	24.7204	19.6024	8.30421	4.05725	3.02967	40.6882	16.3979	8.34119	26.0238	27.4188	8.30304	6.44677	7.26645	9.62837	21.6014	16.515	9.11361
ENSRNOG00000031290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031232	340.654	283.385	24.9266	154.282	12.2386	47.9671	183.462	17.2034	34.2995	360.836	32.078	251.375	0	139.367	7.52486	2.09453	305.614	924.902	3.06673	23.856	1.04418	23.8417	63.9707	51.311	0	160.109	253.823	20.8153	420.762	342.667	15.0393	169.396	427.581	35.0764	5.54536	23.2028	94.453	861.333	1.067	158.064
ENSRNOG00000000775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057823	10424.3	4325.86	3440.43	2312.95	1868.74	1405.96	4242.14	5380.73	7230.47	2456.07	2919.96	3021.46	6502.53	2482.95	2829.6	5011.39	5201.08	2204.36	381.657	727.45	711.251	1189.72	4087.61	2517.1	7871.88	10230	10856.6	8052.17	11154	7203.36	1827.98	2707.58	4238.16	1834.14	5160.04	2863.89	13969.7	6559.47	1127.86	5120.32
ENSRNOG00000024931	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	188.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.01	0	0	0	0	0	0
ENSRNOG00000037436	0	0	0	0	0	1.02299	1.01529	0	0	1.20506	2.01	1.01113	1.01341	0	0	0	0	2.01942	0	0	2.08452	0	0	3.22939	0	5.19183	7.31033	1.04296	3.11763	0	0	1.02565	0	0	0	0	0	0	1.05542	0
ENSRNOG00000020894	105.027	68.01	201.01	11.3998	98.3609	50.6174	171.351	131.829	263.63	18.3959	33.08	156.299	281.654	49.1788	4.01843	69.8447	297.591	231.01	18.8678	33.01	44.0658	3.01635	5.9737	139.033	123.548	97.5448	245.162	226.634	197.4	249.411	84.5417	266.305	513.276	19.01	136.133	76.01	4.07532	299.305	137.236	267.297
ENSRNOG00000003947	0	0	0	0	0	0	0	0	0	0	0	7.01	0	0	0	0	0	283.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027962	43.02	0	166.02	53.01	37.0399	0	0	257.02	168.03	13.0275	0	241.04	6.01	2.01	222.03	124.03	0	2.01	15.01	1.01	89.01	0	0	0	4.01	52.0261	0	226.01	62.01	29.01	57.01	227.01	197.01	0	3.05364	65.03	2.01	2.01	0	27.01
ENSRNOG00000002874	0	0	66.9129	0	3.90391	0	46.6875	0	51.5263	0	10.6299	0	31.5012	15.2127	0	0	128.473	0	0	0	0	0	0	4.85351	14.0514	0	15.4887	0	0	29.961	0	40.1977	0	0	61.7526	8.83281	40.5531	1.01	41.5509	0
ENSRNOG00000051102	14.6448	13.7054	21.01	46.71	0	13.01	27.9256	50.7882	5.72892	0	1.01	12.01	139.766	7.05929	11.4776	41.2529	105.921	0	4.78478	16.4742	0	0	25.3587	33.5941	55.193	55.2341	0	0	44.8783	42.2913	1.07483	82.9583	84.0104	5.24058	4.24436	6.02692	1.01	88.2264	7.34283	12.9698
ENSRNOG00000000885	0	0	0	0	0	0	0	0	0	0	26.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059348	89.4262	78.3381	169.976	95.1937	54.0258	70.9376	547.988	341.404	575.57	0	46.9351	429.126	599.013	202.197	95.9471	163.744	142.496	72.3777	56.5467	4.89406	0	80.5324	3.22617	242.391	475.547	560.013	165.864	0	250.624	184.96	146.665	617.801	416.699	34.279	83.843	78.01	307.986	631.055	211.714	307.415
ENSRNOG00000046455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.01	0	0	0	10.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008036	0	157.01	0	0	0	104.01	99.7713	49.01	0	37.6074	42.01	91.01	546.88	58.01	53.01	0	1.01	1507.75	18.01	0	8.01	51.0785	0	30.01	151.02	113.01	0	0	3.01	104.013	11.01	2.01	207.85	65.02	228.304	9.01	119.01	0	24.01	157.101
ENSRNOG00000005932	0	0	0	14.01	0	4.01	0	0	0	0	0	0	184.01	0	0	0	0	0	2.01	0	0	0	0	24.01	0	0	0	0	0	33.0259	0	0	0	31.01	0	0	686.01	0	46.01	0
ENSRNOG00000023896	185.01	345.317	0	87.01	74.01	9.01	94.01	2.01	730.36	62.01	2.0146	131.01	4.01	32.01	11.01	308.399	302.142	1759.35	53.01	5.01	31.01	0	0	148.01	351.382	1042.82	82.0917	259.01	0	70.0501	49.01	415.01	5.01	132.01	10.0141	333.01	695.35	133.01	1.01	135.01
ENSRNOG00000017396	50.01	0	0	148.01	16.01	121.01	154.01	67.01	515.01	1.01117	3.01	9.01	0	0	2.01	0	0	1.01	15.01	111.01	1.01	0	124.01	0	0	33.01	217.59	0	91.1077	195.01	0	188.01	18.0307	33.01	43.01	0	121.01	0	0	79.01
ENSRNOG00000003979	0	0	0	0	0	0	0	0	0	43.0941	50.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013855	10.8645	1.01896	0	72.8916	1.01799	8.888	207.187	0	85.7034	11.4645	8.67017	112.824	16.0141	14.1762	180.241	3.05783	90.3054	1.36682	0	0	16.3068	2.09984	13.3298	59.4761	12.1977	1.64907	0	413.892	0	143.871	1.01556	0	4.13209	34.7652	8.23098	7.98767	2.25184	0	2.06868	0
ENSRNOG00000050321	93.01	91.02	0	67.02	31.01	1.01	76.02	99.01	0	0	4.01	0	0	135.02	244.02	120.02	39.7881	0	0	15.01	0	0	0	93.02	175.02	0	81.02	698.01	233.069	0	94.02	828.02	0	10.01	144.584	2.01	0	0	0	78.01
ENSRNOG00000019724	119.01	33.01	268.143	152.01	106.01	0	241.01	79.01	45.01	5.01	62.01	273.01	0	1.01	57.01	64.01	781.024	9.01	104.01	40.01	0	27.01	5.01	231.01	58.01	0	0	1.01	566.01	446.01	124.01	130.01	632.01	247.01	127.01	21.7669	349.01	12.01	319.256	680.01
ENSRNOG00000007605	0	0	0	0	0	1.01143	2.0207	0	0	0	0	1.01287	0	0	0	0	0	1.01527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01432	0	0	1.01153	0	0
ENSRNOG00000000583	5.01	0	1.01	0	0	0	306.01	77.01	0	0	0	86.01	0	0	0	0	369.087	0	0	37.01	0	0	0	31.01	0	0	3.10022	0	0	0	0	0	0	0	1.01	0	0	0	51.01	0
ENSRNOG00000028598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027797	188.01	291.01	377.01	270.01	29.01	166.01	91.1367	87.01	200.01	1.01	36.01	386.073	140.01	23.01	431.01	0	243.727	0	62.01	127.01	0	133.01	0	232.01	433.01	466.01	0	1.01	67.01	125.01	1.01	228.01	50.01	113.01	1.01	134.913	0	898.528	358.01	215.01
ENSRNOG00000051041	0	0	0	0	0	0	0	0	0	0	0	0	1.18066	0	0	0	1.86206	0	0	0	6.58196	0	0	0	0	0	0	1.48159	0	1.07371	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013573	2.01	2.02215	0	1.01	1.22454	0	4.21308	0	2.01132	0	0	0	0	0	3.8487	0	132.7	0	0	0	1.01	0	11.0392	0	0	0	0	1.02463	0	2.14703	0	8.73304	5.01	0	0	0	1.01	1.01187	1.01	0
ENSRNOG00000046159	87.01	0	471.01	263.01	0	60.01	106.043	95.01	2.01	0	134.01	356.01	139.01	0	312.258	132.01	12.01	21.025	0	61.01	1.01	0	0	177.121	269.01	29.01	179.187	60.01	13.01	150.067	37.0584	0	538.01	137.01	164.01	139.01	0	64.01	46.01	311.127
ENSRNOG00000033883	0	0	0	1.01029	0	8.94551	6.63129	0	0	1.06837	1.01094	1.01017	0	0	0	2.0105	0	2.43506	0	1.01	0	0	2.41334	1.01	0	5.01167	0	2.04046	1.01	1.14675	0	5.01056	0	0	0	1.01018	0	391.475	0	0
ENSRNOG00000046850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
