gene	21373_3_39	21373_3_72	21373_3_77	21373_3_78	21373_3_91	21373_3_92	21373_3_96	21373_3_104	21373_3_109	21373_3_110	21373_3_117	21373_3_128	21373_3_133	21373_3_142	21373_3_155	21373_3_156	21373_3_179	21373_3_205	21373_3_229	21373_3_230	21373_3_242	21373_3_259	21373_3_260	21373_3_266	21373_3_291	21373_3_292	21373_3_298	21373_3_305	21373_3_315	21373_3_316	21373_3_322	21373_3_330	21373_3_372
ENSRNOG00000051213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017067	0	27.3473	0	18.869	0	0	0	0	0	1.01	0	0	0	0	77.5919	0	0	0	0	18.1101	28.4904	58.5317	61.2192	0	54.1154	0	0	0	1.01	0	0	0	0
ENSRNOG00000003983	136.325	4.01	0	28.01	0	25.01	50.0108	182.938	1.01	19.01	36.01	14.01	49.01	33.01	62.01	0	60.1528	157.744	23.01	39.9313	78.4016	265.226	15.01	17.01	103.01	42.01	22.01	302.345	224.954	8.01	41.1811	19.0843	26.01
ENSRNOG00000003919	74.01	0	0	33.01	0	37.01	47.2646	0	0	106.01	186.01	0	36.1601	0	110.121	493.01	1.01	0	62.01	39.993	135.01	0	89.8841	0	129.01	0	18.01	123.01	63.01	59.01	11.01	0	9.01
ENSRNOG00000018186	578.01	533.01	545.01	177.01	430.01	61.01	39.4982	493.822	223.01	232.525	1058.05	73.5485	266.587	122.01	502.01	218.01	387.555	851.381	1338.8	63.8163	240.649	1343.63	221.536	54.01	523.01	1003.38	612.476	177.01	255.555	191.01	74.01	119.01	121.01
ENSRNOG00000013719	167.01	0	255.01	0	121.01	0	0	21.01	0	52.01	145.01	0	0	100.01	81.01	0	141.01	0	0	0	0	334.01	69.01	13.01	0	1.01	0	35.01	3.01	29.01	0	0	54.01
ENSRNOG00000032839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027136	92.02	0	0	0	0	26.01	19.0201	0	0	59.0498	0	12.01	0	0	0	0	0	18.01	0	0	0	288.02	0	2.01	40.02	0	0	0	0	0	0	34.01	0
ENSRNOG00000051606	0	0	0	19.5936	0	18.01	2.01	0	6.52028	1.15671	0	0	0	0	0	0	75.038	6.38627	2.01	0	0	0	12.01	0	11.5284	1.03684	0	3.19345	10.6194	0	35.03	0	0
ENSRNOG00000018761	176.01	158.221	284.165	111.01	1043.24	85.01	92.01	198.01	244.168	125.01	678.301	226.01	286.01	0	1151.96	498.069	630.01	195.105	880.353	271.01	642.511	842.01	972.002	162.402	809.382	532.595	685.392	1023.77	176.347	12.01	169.01	313.01	47.01
ENSRNOG00000020678	0	75.01	364.01	28.01	67.01	25.01	8.01	136.01	81.01	0	155.01	32.01	15.01	0	262.009	3.01	348.01	35.01	268.01	0	0	0	0	41.01	192.34	217.387	124.01	0	93.01	74.01	19.01	0	34.01
ENSRNOG00000020347	0	0	0	0	0	0	0	52.02	0	0	195.01	0	0	122.01	1.01	0	1.01	139.01	15.02	0	0	0	0	26.01	0	95.02	1.01	293.021	174.01	0	0	0	0
ENSRNOG00000012686	0	0	0	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.01	0	0	0	0	0
ENSRNOG00000006400	0	0	0	34.01	0	0	0	54.01	31.01	318.01	0	0	1.01	0	0	0	0	0	0	0	0	0	66.01	29.01	103.02	0	80.01	0	0	36.01	27.0199	1.01	0
ENSRNOG00000030443	196.659	0	5.9242	17.01	177.809	29.0012	0	87.9914	89.5282	55.5697	16.7129	1.01	47.2666	0	0	145.999	1.01	206.559	226.607	51.9537	54.89	151.131	0	0	71.3842	6.03355	43.4905	27.3415	2.53786	36.6927	16.01	1.08807	0
ENSRNOG00000036703	0	0	0	0	0	0	0	0	0	0	0	0	39.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000002285	0	0	0	0	75.0967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.398	0	0
ENSRNOG00000021475	1.06643	135.508	0	23.9036	149.336	2.17566	23.2577	120.889	1.11173	110.919	2.18492	0	0	0	200.092	237.383	232.896	167.197	142.207	1.05485	1.06832	7.44967	209.005	13.2781	7.52476	2.24295	257.595	368.234	3.94828	0	42.8835	3.22915	92.0434
ENSRNOG00000012472	385.362	0	52.5716	0	0	0	38.8556	0	0	0	0	0	60.01	0	160.01	1.01	157.01	0	0	0	0	0	101.01	0	9.02687	0	92.01	397.624	111.14	0	0	0	0
ENSRNOG00000017448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.01	0	0	0	0	0	0	0	0	0	45.01	0	0	0	0	0	0
ENSRNOG00000037911	11.02	0	0	1.01	0	0	0	0	4.01	3.01	0	4.01	0	0	0	5.01	0	0	46.1985	0	0	0	19.4906	29.02	0	1.1729	20.02	40.8444	1.01	2.01	0	0	1.01
ENSRNOG00000010379	72.01	0	0	2.01	0	0	0	0	0	27.01	3.01844	0	4.01	0	0	84.01	187.01	313.01	0	60.01	113.01	271.01	115.01	14.01	150.01	0	105.01	645.01	0	0	31.01	0	4.01
ENSRNOG00000010747	910.431	236.01	491.004	236.01	273.682	63.01	175.01	199.01	130.185	312.01	597.876	42.01	248.367	315.01	659.546	1034.01	413.394	568.462	291.57	163.6	152.01	239.146	117.01	19.01	329.01	402.41	322.395	136.214	49.01	89.01	137.434	141.402	109.01
ENSRNOG00000009892	40.01	0	0	0	0	0	0	64.9627	0	0	0	0	0	0	0	0	0	0	0	11.01	0	0	23.01	0	0	0	0	0	0	5.01	0	30.01	0
ENSRNOG00000004509	372.464	52.2295	400.01	37.01	210.977	34.01	89.6109	121.01	0	136.693	283.365	27.01	20.01	31.01	603.576	251.967	358.01	332.744	168.01	61.01	283.01	190.01	177.01	33.01	304.01	3.01	146.971	211.194	151.01	26.01	38.9797	126.01	6.01
ENSRNOG00000012911	0	71.01	0	47.01	0	40.01	29.01	51.01	0	0	134.01	33.01	12.01	13.01	0	0	160.01	0	141.01	15.01	64.01	129.753	105.01	45.01	182.01	2.01	0	129.713	148.033	0	0	51.01	0
ENSRNOG00000002767	0	0	0	0	0	0	5.01	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	71.01	0	0	0	0	0	0
ENSRNOG00000028043	1.01032	0	1.01	0	1.01	0	0	3.01063	0	2.01	1.01	4.01	0	0	0	0	0	3.01	1.01	0	0	2.01	2.01	0	0	75.01	128.01	2205.91	65.01	0	0	0	0
ENSRNOG00000021285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019698	0	0	0	0	0	31.01	0	0	0	14.01	0	1.01	0	0	4.01	0	230.01	118.01	0	0	0	189.01	60.01	26.2026	155.01	0	0	0	52.01	31.01	5.01	0	23.01
ENSRNOG00000009275	200.01	176.01	335.01	50.01	315.132	0	45.01	371.01	1.01	171.01	44.01	68.01	0	8.01	645.223	0	248.01	111.01	0	5.01	198.01	1237.63	317.01	41.01	921.523	9.01	114.01	213.891	270.01	0	50.01	145.01	8.01
ENSRNOG00000002341	0	0	117.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.01	0	0	0	0	0	0	55.01	0	0	499.01	1.01	0	0	0	0
ENSRNOG00000014531	526.01	0	0	14.01	147.01	66.01	146.01	40.149	0	28.01	708.01	125.01	94.01	0	192.01	326.592	208.01	458.23	4.01	137.266	223.01	77.01	11.01	118.01	445.01	143.196	166.01	1276.34	364.01	67.01	57.01	277.01	49.01
ENSRNOG00000016417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001827	0	0	0	0	124.01	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.01	0	11.02	0	0
ENSRNOG00000002662	299.01	162.01	270.01	15.01	103.322	57.01	73.01	162.01	278.316	123.01	855.525	109.438	58.01	52.01	450.312	178.01	318.01	126.01	254.01	0	394.687	815.013	260.01	91.01	386.01	418.412	736.744	1084.39	496.513	0	23.01	177.01	37.01
ENSRNOG00000005519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031540	8.8315	1.27677	1.26837	0	4.20593	2.70332	1.24119	4.25137	2.67516	0	2.62943	1.25593	0	1.25304	5.62274	4.50187	7.19504	9.80673	14.6074	4.16403	4.2039	5.96119	5.77254	4.15858	9.67516	4.24409	3.45713	1.24697	5.59072	2.62564	1.37189	0	1.25468
ENSRNOG00000045707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000019494	0	93.01	216.01	50.01	0	0	4.01	201.01	0	0	0	3.01	43.01	0	34.01	0	37.01	0	341.925	42.01	116.426	0	141.01	59.01	137.01	36.01	22.5807	57.0802	17.01	0	1.01	44.01	17.01
ENSRNOG00000016961	720.631	220.945	186.526	141.932	336.855	112.875	78.0012	273.648	392.754	241.923	446.147	74.01	352.834	126.934	660.659	317.932	302.703	393.572	504.34	151.803	293.959	751.258	215.335	104.892	729.681	361.617	349.83	395.098	358.615	61.01	106.688	120.008	85.9464
ENSRNOG00000055777	1.11096	1.15754	0	0	0	0	0	1.08513	0	0	0	0	1.08207	0	0	0	0	1.09075	1.09935	0	1.09693	1.11753	0	0	0	0	0	0	1.11257	0	0	0	0
ENSRNOG00000005271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037087	20.01	40.01	0	7.01	27.01	0	3.01	19.01	0	0	0	12.01	22.01	0	55.01	0	4.01	0	0	8.01	23.01	0	9.01	0	0	0	0	43.01	1.01	0	0	1.01	6.01
ENSRNOG00000000517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.5017	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000028441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030245	66.2973	0	0	0	149.01	17.01	0	142.01	59.01	1.01	0	10.01	170.02	0	184.02	12.9409	239.01	0	0	0	0	1.01	0	4.01	114.01	0	0	0	16.02	30.01	13.01	0	22.1786
ENSRNOG00000018159	1220.02	152.01	2546.7	132.02	1669.23	422.02	30.01	1078.53	329.984	663.02	1126.51	207.533	540.454	339.02	708.43	858.193	698.01	1361.02	893.794	259.02	386.02	1511.51	281.291	290.02	1141.02	1254.57	72.02	791.02	263.01	174.02	191.01	240.01	169.02
ENSRNOG00000019585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.6685	0	7.01	0	0	5.01	0	144.01	0	0	0	0	5.14816	204.01	1.01	0	0	54.0033	26.01
ENSRNOG00000008351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.01	154.01	0	0	0	0	0	0	158.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046424	158.01	0	0	0	150.01	0	0	283.01	0	88.01	0	17.01	0	1.01	117.079	0	11.01	197.01	319.01	26.01	0	240.01	0	0	24.01	57.01	34.01	48.01	80.01	0	33.01	0	0
ENSRNOG00000055471	777.523	158.01	471.02	131.01	418.02	193.01	238.01	706.01	58.01	0	909.089	149.01	42.01	296.01	213.01	730.972	303.01	1.01	338.01	0	284.047	615.149	545.01	46.01	1633.01	163.145	517.502	688.01	719.01	31.01	234.01	220.01	71.01
ENSRNOG00000001255	0	64.01	258.01	42.01	0	0	0	113.01	0	112.01	0	0	0	0	145.01	0	123.01	0	106.01	0	70.01	1.01	0	20.01	0	121.01	77.01	0	124.01	21.01	59.01	0	0
ENSRNOG00000013660	0	0	0	0	0	0	0	30.01	0	88.01	0	0	0	0	0	0	0	0	205.01	0	76.01	0	120.01	40.01	145.01	53.01	143.126	541.164	189.01	0	0	0	0
ENSRNOG00000024283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.01	0	0	0	0	0
ENSRNOG00000014761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009499	0	0	129.01	0	0	0	0	0	74.01	23.01	0	1.01	0	0	0	0	194.01	0	0	53.01	0	1.01	1.01	13.01	0	0	68.01	0	142.01	0	0	0	0
ENSRNOG00000015914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01	0	16.01	0	0	25.01	0	0	0	1.01	0	0	0	0	0	0	1.01
ENSRNOG00000052732	0	0	5.10252	19.016	0	0	0	0	9.8221	3.85543	0	0	0	0	25.6123	0	0	0	18.4414	0	0	0	0	0	0	0	95.0128	0	9.49521	9.25204	0	3.63621	0
ENSRNOG00000049377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049912	194.233	54.7347	140.982	31.7423	123.564	50.8651	16.01	188.514	241.194	135.633	71.5534	32.01	152.792	50.7928	265.308	94.7982	176.961	217.782	98.6408	13.01	94.7219	144.391	45.2532	21.01	311.087	70.01	146.833	56.01	70.6834	37.8084	47.8005	30.9909	44.01
ENSRNOG00000010131	501.01	0	565.01	34.01	369.01	0	0	152.01	20.01	113.01	196.01	16.01	0	0	454.01	345.01	153.02	146.01	658.01	60.01	0	0	102.01	2.01	83.01	423.01	91.02	3.01	98.01	33.01	2.01	75.01	0
ENSRNOG00000002414	4.17998	0	64.2852	0	0	0	0	0	0	23.4183	0	2.56236	4.40797	0	4.01	0	1.01	0	27.3751	3.01	0	40.7428	0	0	0	20.6815	8.01	34.3716	5.63087	4.50083	8.02852	0	6.01
ENSRNOG00000038789	0	0	0	0	0	28.01	0	180.02	0	51.02	0	0	121.01	0	0	0	69.02	0	139.02	48.02	0	0	0	0	196.02	0	0	0	0	0	0	0	0
ENSRNOG00000020415	0	62.9596	0	72.6635	0	2.01	20.9538	121.982	0	0	0	10.02	43.2151	62.01	79.5245	186.757	69.9862	95.8187	0	0	72.4783	136.703	0	0	120.766	88.6776	101.46	0	45.3966	15.01	8.01	29.3699	0
ENSRNOG00000017417	1826.1	808.01	1753.17	205.528	1143.22	270.704	189.01	704.499	490.674	551.413	897.964	202.008	963.24	730.711	901.606	669.22	656.706	1281.72	652.778	328.806	735.582	2204.67	477.194	178.01	1086.72	936.398	442.921	3644.28	770.81	249.001	276.589	180.01	121.01
ENSRNOG00000016239	198.01	0	0	44.01	0	36.01	32.01	0	6.01	0	90.01	14.01	124.01	112.01	1.01	0	0	0	190.01	50.01	0	34.01	0	22.01	0	303.01	0	0	0	23.01	33.01	0	98.01
ENSRNOG00000060837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.9782	0
ENSRNOG00000004262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017962	1687.51	808.57	1100.66	208.046	591.01	93.4942	16.01	540.01	181.276	928.402	1.02072	371.01	788.38	1.01	560.557	1079.77	1050.01	815.01	627.508	87.01	100.01	743.512	195.01	23.01	698.01	92.1675	329.947	122.01	645.635	190.01	26.01	252.01	206.912
ENSRNOG00000008873	43.4175	0	0	25.01	0	0	0	0	0	24.01	0	0	3.01	0	1.01	0	78.01	0	0	41.2382	0	32.01	34.01	7.01	0	0	93.01	7.01	0	41.01	40.01	0	0
ENSRNOG00000011067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000004314	0	0	0	0	0	27.1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000033733	0	7.01	0	0	30.01	0	0	0	0	18.01	0	0	0	0	0	0	0	0	0	12.01	0	0	0	0	21.01	0	0	0	0	0	4.01	0	0
ENSRNOG00000017932	0	0	0	0	0	3.01	0	39.01	0	0	0	11.01	0	0	0	15.5429	1.01	47.01	0	8.59422	0	0	10.01	0	72.0017	147.479	15.8045	171.01	241.01	0	0	0	0
ENSRNOG00000014925	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.01	0	4.90057	0	0	0	0	0	1.02058	16.4138	0	0	0	0	0
ENSRNOG00000053136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049649	0	0	0	0	0	0	0	23.6314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016551	0	0	0	2.69629	53.2904	0	0	5.06858	3.01	0	162.543	1.29297	1.01595	0	0	1.1051	0	6.37668	79.958	24.7546	2.01	0	1.18793	10.1168	122.773	7.70811	7.22605	11.3872	1.0252	0	1.29776	0	0
ENSRNOG00000026408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050431	0	0	0	38.4976	201.531	0	0	0	0	96.8743	0	0	25.8228	0	48.2927	0	45.3538	0	166.102	62.4069	19.1112	246.698	0	0	0	0	0	0	0	28.904	16.01	0	0
ENSRNOG00000032548	0	0	19.01	0	0	0	0	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	6.38046	0	0	0	0	19.01	0	0	6.01	0	0
ENSRNOG00000031213	102.01	0	1.01	31.01	68.01	22.01	12.01	135.01	22.5437	0	0	0	0	101.01	0	135.243	127.01	0	65.01	0	0	115.01	1.01	14.01	23.1979	0	0	0	139.125	31.01	20.01	102.01	15.01
ENSRNOG00000042560	0	0	0	0	0	29.01	0	0	0	0	0	0	0	0	0	47.9571	34.01	0	0	0	0	192.926	0	13.1877	14.01	0	0	0	61.6545	0	20.782	69.3841	0
ENSRNOG00000052600	127.01	0	0	0	0	1.01	0	304.01	0	0	0	0	0	0	84.01	213.254	0	0	155.01	0	0	0	0	18.2849	0	3.06432	0	0	355.01	0	5.01	27.01	0
ENSRNOG00000050275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037162	2.01	0	233.01	55.01	1.01	411.773	72.01	480.01	1.01	179.01	578.01	31.01	85.01	68.01	327.01	293.01	205.22	536.01	532.01	47.01	181.01	419.01	23.01	35.01	294.01	24.01	216.01	333.193	56.01	62.3288	0	45.01	33.01
ENSRNOG00000018105	351.01	0	0	0	0	0	0	0	0	0	0	33.01	131.155	0	32.01	0	0	4.01	0	0	154.01	0	152.01	14.01	120.01	0	304.871	19.01	88.01	62.01	0	0	0
ENSRNOG00000019509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.01	0	9.01	0	0	0	0	0	0	0	0	0	0	0	28.01	0	0
ENSRNOG00000000138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009595	0	4.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179.01	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020336	95.01	0	0	0	329.01	0	0	0	49.01	22.0237	1.01	32.01	98.01	0	0	0	0	164.013	0	85.01	24.01	0	5.01	0	0	0	0	1.01	0	0	1.01	0	64.01
ENSRNOG00000047894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030174	0	1.15979	0	2.18779	1.07352	1.12947	0	1.0745	2.22929	1.07263	0	0	0	0	2.17257	2.20272	0	0	2.21172	0	0	1.07665	0	0	0	0	2.17929	0	1.148	0	0	0	0
ENSRNOG00000048718	35.9777	2.01	0	0	3.01	0	0	0	0	0	4.01	3.01	0	0	0	0	0	0	0	0	79.01	0	2.01	1.01	0	12.01	0	0	4.01	2.01	0	0	0
ENSRNOG00000003183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02632	0	1.01	1.0104	0	0	0	1.39813	0	0	0	0
ENSRNOG00000008891	140.843	225.01	0	19.0987	220.784	24.9836	80.0044	189.01	0	1.01	150.979	3.01	14.8358	59.01	1.01564	3.03925	198.683	170.127	115.008	16.0509	139.996	218.133	137.055	23.01	74.0181	146.01	166.009	61.4224	107.01	19.0507	25.1161	117.01	70.289
ENSRNOG00000005772	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	175.361	0	0	0	0	0	0	0	0	0	0	116.01	0	0	0	0	0	0	0
ENSRNOG00000018458	0	0	0	0	0	0	0	1.05377	1.94983	0	1.01918	0	0	0	2.19305	0	0	5.03524	0	0	0	26.5439	0	3.01	0	0	2.0743	12.6557	2.16407	0	2.13468	0	0
ENSRNOG00000004144	0	1.01	0	7.97227	240.557	27.8614	0	114.034	0	131.863	0	15.01	33.7822	110.807	29.8705	0	204.371	0	47.0868	30.5083	0	173.701	0	29.9265	114.82	27.01	59.3131	170.768	157.906	0	35.9898	0	35.3653
ENSRNOG00000022144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02973	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000016208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012962	0	0	0	0	0	0	0	0	0	0	0	19.01	0	0	97.01	0	121.01	0	0	0	21.01	0	49.1066	25.01	0	0	0	0	102.01	50.01	38.01	0	0
ENSRNOG00000012303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000037661	158.726	0	0	0	0	20.01	40.01	11.01	89.1973	12.2267	21.01	0	0	0	466.875	42.01	62.01	19.01	58.01	8.01	0	92.01	30.01	25.01	0	0	37.01	0	72.01	4.01	51.0147	15.01	19.01
ENSRNOG00000012155	0	0	0	0	0	9.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01622	0	0	0	0	0
ENSRNOG00000017158	1464.38	896.561	1074.58	178.01	1274.01	128.01	114.01	470.192	319.603	719.571	731.173	239.01	528.01	208.01	1856.23	528.261	634.01	1049.55	716.01	132.01	412.15	970.702	1173.89	119.01	1112.01	1002.35	703.466	2868.77	1124.31	205.01	440.795	268.01	235.01
ENSRNOG00000031459	0	64.01	0	0	0	0	0	0	0	0	0	0	0	0	265.01	0	0	0	0	0	0	0	0	22.01	69.01	0	0	0	0	0	24.01	0	0
ENSRNOG00000053306	69.01	165.01	0	40.01	310.01	24.1643	39.01	1.01	1.01	56.01	0	83.3647	39.01	99.01	223.01	141.01	93.01	0	0	24.01	0	241.01	125.01	15.01	0	118.01	0	3.01	2.01	0	33.01	94.01	19.01
ENSRNOG00000006576	87.01	0	0	0	3.01	0	0	153.02	54.02	0	0	6.01	0	0	303.02	0	0	0	69.02	3.02	16.01	0	76.02	27.02	58.02	147.02	15.01	2.01826	0	0	0	0	18.01
ENSRNOG00000050582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5165	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056487	4.01	103.01	0	68.02	0	73.02	0	33.01	55.0385	8.01	0	25.01	81.02	0	59.02	0	132.02	0	226.03	0	138.01	294.02	304.01	27.02	0	0	0	27.01	20.01	6.02	45.01	62.02	96.02
ENSRNOG00000025502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000024953	0	0	0	0	24.01	0	0	2.01	1.01	0	0	0	20.01	0	0	0	3.11704	0	5.01	0	0	0	0	0	0	0	18.01	97.01	0	1.01	4.01	1.01	16.01
ENSRNOG00000002061	0	0	0	29.01	0	0	43.01	263.01	0	0	0	0	0	0	74.1033	188.01	0	1.01	0	0	67.01	0	19.02	0	0	220.01	101.01	0	225.02	13.01	53.01	0	0
ENSRNOG00000011044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008472	0	6.01	0	0	0	29.01	0	0	0	0	0	0	0	0	0	0	38.0555	200.01	7.01	0	0	0	91.01	0	197.01	0	160.01	489.146	168.02	0	11.9311	0	0
ENSRNOG00000059876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.01	0	0	0	0	0	409.01	0	0	0	0	0
ENSRNOG00000058599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63688	0	0	0	0	0	0	0	0	0
ENSRNOG00000009948	360.181	0	26.0801	36.01	123.01	105.01	0	140.01	196.01	278.01	287.01	65.01	231.01	2.01	366.024	91.01	411.362	651.01	228.99	90.01	95.01	139.01	204.01	44.01	317.01	245.01	267.01	2900.34	110.01	12.01	39.01	57.01	78.01
ENSRNOG00000049827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017373	6.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.1562	0	0	3.01	0	0	19.01	0	0	0	0	0	0	0	0	0	5.04264
ENSRNOG00000001709	1593.62	1227.02	4886.21	316.797	1286.18	494.443	576.797	1479.02	810.972	859.09	3218.05	659.761	732.082	1130.02	2843.02	1529.91	3147.02	2892.94	2614.35	437.02	1293.74	2668.92	2051.94	445.02	3543.58	2862.68	1759.69	2210.08	3281.84	503.02	1052.79	576.647	536.766
ENSRNOG00000000546	0	0	0	20.01	0	0	51.01	113.01	0	0	85.01	19.01	0	0	0	0	64.01	0	0	0	0	144.01	0	3.01	0	15.01	30.01	0	0	11.01	0	0	51.01
ENSRNOG00000050884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000027940	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0	0	1.01	0	0	0	0	0	14.01	0	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050735	1446.56	781.707	1065.84	260.85	165.903	203.01	122.01	474.583	399.01	470.771	1003.62	227.01	434.544	246.01	1023.87	440.01	1137.53	822.242	795.01	263.01	611.744	1187.45	502.8	257.869	755.797	676.798	566.01	182.313	879.01	297.893	163.755	142.01	154.01
